Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
52,Avenue Léon Blum,SAINT-DIZIER,52100,2.06 €,,2.10 €,1.99 €
52,Route de Saint-Dizier,MONTIER-EN-DER,52220,1.96 €,,2.07 €,2.01 €
52,FAUBOURG DE LA COLLINIERE,LANGRES,52200,,0.88 €,1.94 €,1.88 €
52,1 Avenue Pierre Burello,Chaumont,52000,1.83 €,,1.92 €,1.90 €
52,ROUTE DE VITRY,Saint-Dizier,52100,1.89 €,,2.09 €,1.99 €
52,ROUTE NATIONALE 4 - LIEU DIT 'LA BOBOTTE',HALLIGNICOURT,52100,1.98 €,,2.09 €,2.02 €
52, Rue du Maréchal de Lattre de Tassigny,FRONCLES,52320,,,,
52,Rue de la Gare,BAYARD-SUR-MARNE,52170,1.90 €,,2.00 €,1.96 €
52,24 AVENUE TURENNE,LANGRES,52200,2.15 €,0.90 €,2.20 €,2.14 €
52,2 route nationale 19,JUZENNECOURT,52330,,,,2.10 €
52,ROUTE DE BAR LE DUC,SAINT-DIZIER,52100,1.93 €,,2.12 €,1.99 €
52,Faubourg du Moulin Neuf,Chaumont,52000,1.83 €,,1.92 €,1.90 €
52,AV. DU PIEMONT,Valcourt,52100,2.17 €,,,2.01 €
52,39 Route de Vesoul,FAYL-BILLOT,52500,,,2.20 €,2.10 €
52,Avenue de Lorraine,JOINVILLE,52300,1.90 €,0.97 €,1.99 €,1.97 €
52,Avenue de la Marne,JOINVILLE,52300,1.90 €,,1.99 €,1.97 €
52,AIRE DE MONTIGNY LE ROI A31,Val-de-Meuse,52140,1.99 €,,2.07 €,2.05 €
52,Rue de la Madeleine,WASSY,52130,,,2.20 €,2.09 €
52,RN4 sens nancy-paris,Hallignicourt,52100,,,,2.16 €
52,RN4 SENS VITRY NANCY,HALLIGNICOURT,52100,,,,2.16 €
52,2 route de Vittel,BOURBONNE-LES-BAINS,52400,,,2.20 €,2.10 €
52,15 Rue Camille Perfetti,HORTES,52600,,,2.20 €,2.10 €
52,Grande rue,Foulain,52800,,0.90 €,,2.10 €
52,AIRE DE CHATEAUVILLAIN SUR ORGE,Châteauvillain,52120,1.95 €,,2.07 €,2.08 €
52,A31 aide de Langres Noidant,Perrogney-les-Fontaines,52160,1.99 €,,2.07 €,2.05 €
52,46 Rue de Langres,CHALINDREY,52600,,,2.20 €,2.09 €
52,Rue Carnot,SAINT-THIéBAULT,52150,,,,2.10 €
52,13 Rue de Mandres,Nogent,52800,,,2.20 €,2.10 €
52,ZI LES PATIS,MONTIER-EN-DER,52220,1.99 €,,2.08 €,2.00 €
52,3  ROUTE DE LANGRES,CHAUMONT,52000,1.90 €,,2.01 €,2.00 €
52,4 PLACE DE VERDUN,CHALINDREY,52600,1.91 €,,,1.97 €
52,18 AVENUE DE HAUTE MEUSE,MONTIGNY LE ROI,52140,1.94 €,,2.05 €,2.02 €
52,A31 Aire de Langres Perrogney,Perrogney-les-Fontaines,52160,1.99 €,1.10 €,2.07 €,2.05 €
52,Route de Vesoul,FAYL-BILLOT,52500,1.92 €,,,1.99 €
52,CENTRE COMMERCIAL LES FRANCHISES,Langres,52200,1.87 €,0.88 €,2.00 €,1.95 €
52,56 Rue de Vergy,SAINT-DIZIER,52100,1.97 €,0.85 €,2.09 €,1.99 €
52,13 rue de l'avenir,Saints-Geosmes,52200,1.89 €,,,1.90 €
52,39 rue du Moulin,Bourbonne-les-Bains,52400,,,2.20 €,2.05 €
52,Rue du Général Leclerc,Wassy,52130,1.96 €,,2.07 €,2.00 €
52,ROUTE NATIONALE 4,HALLIGNICOURT,52100,1.98 €,,2.09 €,2.02 €
52,RUE AMBROISE PARE,NOGENT,52800,,,2.03 €,2.00 €
52,Route de Bar le Duc,BETTANCOURT-LA-FERRéE,52100,2.01 €,,2.12 €,2.07 €
52,5 Route de Châtillon,CHATEAUVILLAIN,52120,1.90 €,0.85 €,2.00 €,1.95 €
52,Route de Neufchâteau RD 74,VAL-DE-MEUSE,52140,1.90 €,0.85 €,1.99 €,1.96 €
52,Rue des Loyes,Saint-Dizier,52100,1.89 €,0.82 €,2.03 €,1.97 €
52,Rue du Vernoy,Longeau-Percey,52250,1.89 €,0.85 €,2.00 €,1.96 €
52,LIEU DIT LA HACHE LOTISSEMENT LA CHAMPAGNE,Bologne,52310,1.95 €,,2.05 €,1.99 €
52,12 Route de Nancy,SAINT-DIZIER,52100,1.96 €,0.88 €,2.21 €,2.00 €
52,Rue du Général Leclerc,Rimaucourt,52700,1.95 €,,2.05 €,1.95 €
52,8-10   AVENUE CARNOT,CHAUMONT,52000,1.83 €,0.88 €,1.92 €,1.89 €
52,AIRE DE VAL DE MEUSE A31,Val-de-Meuse,52140,1.99 €,,2.07 €,2.05 €
52,7 Avenue de la République,CHAUMONT,52000,1.94 €,,2.04 €,1.99 €
