Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
36,RN 20 - ROCADE SUD,CHATEAUROUX,36000,1.81 €,0.91 €,1.92 €,1.90 €
36,Rue du 11 Novembre 1918,ÉCUEILLé,36240,,,2.05 €,1.99 €
36,2 Avenue de Verdun,ARDENTES,36120,,,1.99 €,1.97 €
36,4 Rue Raymond Lagoutte,ÉGUZON-CHANTôME,36270,2.02 €,,2.12 €,2.00 €
36,7 Route de Châteauroux,Buzançais,36500,,,,2.03 €
36,1 Route de Vierzon,Reuilly,36260,,,1.99 €,2.00 €
36,Route de Chateauroux,VATAN,36150,,,2.12 €,2.00 €
36,RN 151,ISSOUDUN,36100,,,,2.08 €
36,AUTOROUTE A20 - AIRE DES MILLE ETANGS,LUANT,36350,1.93 €,0.88 €,2.04 €,1.98 €
36,Route de Montluçon,Châteauroux,36000,1.84 €,,1.95 €,1.92 €
36,rue des Remparts,SAINT-GAULTIER,36800,,,1.97 €,1.96 €
36,La Combette,Aigurande,36140,1.94 €,,2.06 €,1.98 €
36,ROUTE DE TOURS,Châtillon-sur-Indre,36700,1.97 €,,2.08 €,2.02 €
36,39 Avenue des Marins,Châteauroux,36000,,,2.04 €,1.97 €
36,Rue de la Limoise,Issoudun,36100,1.87 €,,1.99 €,1.92 €
36,AVENUE D'AUVERGNE,LA CHâTRE,36400,1.83 €,0.78 €,1.93 €,1.90 €
36,Rue Albert Chichery,Le Blanc,36300,1.81 €,,1.90 €,1.89 €
36,40 Avenue d'Argenton,CHâTEAUROUX,36000,,,2.11 €,2.05 €
36,ALLEE DES MAISONS ROUGES,CHâTEAUROUX,36000,1.87 €,0.92 €,2.02 €,1.93 €
36,Avenue d'Auvergne,La Châtre,36400,1.82 €,,1.93 €,1.90 €
36,14 AVENUE PIERRE MENDES FRANCE,LE BLANC,36300,1.85 €,,1.96 €,1.95 €
36,route de chateauroux,BUZANçAIS,36500,,,2.04 €,1.97 €
36,ZA  Le Fay,Neuvy-Saint-Sépulchre,36230,,,2.10 €,2.03 €
36,23 ROUTE D'ARGENTON,Saint-Benoît-du-Sault,36170,1.84 €,,1.95 €,1.95 €
36,371 Avenue de Verdun,CHATEAUROUX,36000,1.88 €,,2.04 €,2.00 €
36,A20 AIRE DES CHAMPS D' AMOUR,Meunet-sur-Vatan,36150,2.16 €,,2.28 €,2.17 €
36,Route de Gargilesse PAUMULE,LE PêCHEREAU,36200,,,2.00 €,2.01 €
36,Route de Beauvais,BUZANçAIS,36500,,,,1.91 €
36,PARKING CARREFOUR CENTRE VILLE,CHâTEAUROUX,36000,1.85 €,,1.96 €,1.93 €
36,Route de Villegongis,LEVROUX,36110,1.88 €,,1.89 €,1.99 €
36,96 AVENUE D'OCCITANIE,Saint-Maur,36250,1.85 €,0.92 €,1.95 €,1.90 €
36,aire du Val de l'Indre - autoroute A20,VELLES,36330,2.10 €,,2.22 €,2.09 €
36,ZAC DU GRAND DEOLS,Déols,36130,1.89 €,,1.97 €,1.91 €
36,Route de Saint-Marin,Argenton-sur-Creuse,36200,1.90 €,,2.00 €,1.99 €
36,ROUTE DE CHATEAUROUX,Valençay,36600,,,,2.08 €
36,Route de Bourges,ISSOUDUN,36100,1.90 €,,2.01 €,1.95 €
36,18 rue des Ajoncs,LA CHâTRE,36400,1.85 €,0.85 €,1.97 €,1.92 €
36,Route de Beauvais LD Les Chaumes,BUZANCAIS,36500,1.83 €,,1.93 €,1.91 €
36,Avenue de la Résistance,VALENçAY,36600,,,2.03 €,1.97 €
36,No 33 Rte de Neuvy,Montgivray,36400,,,2.14 €,2.09 €
36,28 Rue Georges Clemenceau,PAULNAY,36290,,,,2.13 €
36,59 Rue Haute Saint-Paterne,Issoudun,36100,,,2.00 €,1.97 €
36,Route de Tours,Saint-Maur,36250,1.85 €,0.79 €,1.99 €,1.90 €
36,51 avenue de la République,Aigurande,36140,,,,1.98 €
36,RD 920,Déols,36130,1.86 €,0.91 €,1.94 €,1.89 €
36,boulevard du franc,ST MAUR,36250,1.83 €,,,1.90 €
36, Route de Limoges,ARGENTON-SUR-CREUSE,36200,1.84 €,0.88 €,1.98 €,1.93 €
36,26 Rue Jean Lurçat,Châtillon-sur-Indre,36700,1.95 €,0.85 €,2.04 €,1.97 €
36,ROUTE DE VALENCAY,CHABRIS,36210,1.95 €,,2.04 €,1.97 €
