Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
64,AIRE DE LACQ AUDEJOS SUD,LACQ AUDEJOS SUD,64170,2.10 €,,2.23 €,2.15 €
64,AIRE DE LACQ AUDEJOS NORD,LACQ AUDEJOS NORD - ARTIX,64170,2.10 €,,2.23 €,2.15 €
64,2 Allée Antoine de Bourbon,IDRON,64320,,,2.02 €,2.04 €
64,AVENUE HENRI IV,Jurançon,64110,1.88 €,,1.99 €,1.97 €
64,2 Rue Saint-Jacques,BIDACHE,64520,,,,2.16 €
64,23 Avenue de la Gare,Coarraze,64800,2.16 €,,,2.14 €
64,CHEMIN DEPARTEMENTAL 533,OS MARSILLON,64150,,,2.15 €,2.00 €
64,RN 133,SAINT-JEAN-LE-VIEUX,64220,1.93 €,,2.02 €,1.99 €
64,21 Avenue Didier Daurat,LONS,64140,1.93 €,,2.03 €,1.99 €
64,26 - RN 618 AVENUE DE CHANTACO,Saint-Jean-de-Luz,64500,1.96 €,,,2.01 €
64,34 Avenue des Martyrs du Pont Long,Pau,64000,1.85 €,0.92 €,1.91 €,1.89 €
64,305/309 BD DE LA PAIX,PAU,64000,1.93 €,,2.04 €,1.99 €
64,14 Avenue Interne Jacques Loëb,BAYONNE,64100,2.00 €,,2.10 €,1.96 €
64,90 RTE DE BAYONNE,BILLERE,64140,1.93 €,,2.04 €,2.00 €
64,RD32 ROUTE D'ARZACQ,MAZEROLLES,64230,,,2.07 €,2.01 €
64,22 ROUTE DE TARBES,BIZANOS,64320,1.81 €,,1.92 €,1.88 €
64,169 Boulevard de la Paix,PAU,64000,1.94 €,,2.04 €,1.94 €
64,90 avenue Henri de Navarre,BAYONNE,64100,1.81 €,,1.92 €,1.89 €
64,Chemin de Severou,Sauvagnon,64230,,,2.05 €,2.02 €
64,3 boulevard des Pyrénées,Mauléon-Licharre,64130,1.99 €,,2.10 €,2.04 €
64,AVENUE CHARLES MOUREU,Oloron-Sainte-Marie,64400,1.96 €,0.90 €,2.07 €,2.00 €
64,Avenue de la Résistance,Monein,64360,2.22 €,,2.01 €,1.98 €
64,208 AV JEAN MERMOZ,PAU,64000,1.85 €,0.90 €,1.91 €,1.89 €
64,6 AVENUE LOUIS DE FOIX,BAYONNE,64100,1.81 €,0.89 €,1.93 €,1.89 €
64,AUTOROUTE A63 - AIRE DE BIDART EST,BIDART,64210,1.92 €,0.90 €,2.03 €,2.01 €
64,Route de Pau,Orthez,64300,1.86 €,0.79 €,2.06 €,1.95 €
64,-,TARDETS-SORHOLUS,64470,,,2.20 €,2.10 €
64,20 AVENUE MARECHAL JUIN,BAYONNE,64100,1.81 €,0.90 €,1.92 €,1.89 €
64,163 Av. Jean Mermoz,LONS,64140,1.96 €,0.92 €,,1.99 €
64,62 Avenue des Docteurs Foix,SALIES-DE-BéARN,64270,1.93 €,,2.04 €,1.99 €
64,Avenue du Pic du Midi,IGON,64800,,,2.25 €,2.15 €
64,CD 933,Ispoure,64220,2.00 €,,2.10 €,1.99 €
64,Avenue Georges Phesans,GARLIN,64330,,,2.13 €,2.02 €
64,65 Rue des Oustalots prolongés,Oloron-Sainte-Marie,64400,1.89 €,,,1.98 €
64,ALLEE DE LA CROIX,URT,64240,,,2.13 €,2.00 €
64,Carrères du Dessus,SAUVETERRE-DE-BéARN,64390,1.97 €,,,1.97 €
64,Avenue Léon Guichené,HASPARREN,64240,,,2.16 €,2.11 €
64,17  allée Edmond Rostand,Cambo les bains,64250,,,2.00 €,1.95 €
64,AV DU JAI ALAI,Saint-Jean-Pied-de-Port,64220,,0.78 €,1.99 €,1.99 €
64,31 Rue du Capitaine Pellot,HENDAYE,64700,2.00 €,,,2.09 €
64, Rue du Bourguet,LARUNS,64440,1.98 €,,,2.00 €
64,1 Avenue du Général Leclerc,Pau,64000,1.84 €,,1.95 €,1.90 €
64,Rue Gambetta,Amendeuix-Oneix,64120,1.96 €,,2.02 €,1.98 €
64,3 RUE PRINCIPALE,POEY-DE-LESCAR,64230,,,2.02 €,2.05 €
64,78 Route de Bayonne,Billère,64140,1.91 €,0.85 €,2.00 €,1.96 €
64,Avenue de Lahanchipia,Saint-Jean-de-Luz,64500,1.83 €,,2.00 €,1.92 €
64,22 Rue de la Bastide,MORLAàS,64160,1.97 €,0.76 €,2.06 €,1.98 €
64,123 rue d'Ossau,GAN,64290,1.94 €,0.81 €,1.99 €,1.94 €
64,Place de l'Espagnolette,Navarrenx,64190,,,2.30 €,2.01 €
64,Route de Cambo,Hasparren,64240,,,1.93 €,1.91 €
64,506 CHEMIN ARKIA,USTARITZ,64480,,,,2.09 €
64,14 Rue ALEXANDRO VOLTA,Montardon,64121,1.84 €,,1.93 €,1.88 €
64, Rue des Pelhans,LEMBEYE,64350,,,2.20 €,2.00 €
64,RD 33,Pardies,64150,1.93 €,0.89 €,2.04 €,2.00 €
64,Rond-point de la Négresse,BIARRITZ,64200,1.92 €,,2.02 €,1.94 €
64,Zone d'Iraty,Biarritz,64200,1.85 €,,1.95 €,1.92 €
64,PLACE DU CHÂTEAU,Saint-Pée-sur-Nivelle,64310,1.90 €,,,1.94 €
64,Rond-Point Grand-Basque,BAYONNE,64100,1.92 €,0.85 €,2.06 €,2.00 €
64,ROUTE DE SAINT JEAN PIED DE PORT,Saint-Étienne-de-Baïgorry,64430,,,2.02 €,1.94 €
64,AUTOROUTE A63 - AIRE DE BIDART OUEST,BIDART,64210,1.94 €,0.90 €,2.05 €,1.99 €
64,1 RTE DE BAYONNE,ORTHEZ,64300,2.01 €,,2.12 €,2.04 €
64,ZAC DE TTARGA,Aïcirits-Camou-Suhast,64120,1.96 €,0.78 €,,1.97 €
64,Avenue de la Gare,COARRAZE,64800,1.92 €,,2.15 €,1.96 €
64,ROUTE DE GARRIS,Amendeuix-Oneix,64120,1.91 €,,2.02 €,1.96 €
64,123 avenue henri de navarre,Bayonne,64100,,0.88 €,,2.01 €
64,419 Route de Bayonne,Orthez,64300,1.85 €,0.69 €,1.94 €,1.95 €
