Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
69,890 rue centrale,LAMURE-SUR-AZERGUES,69870,1.89 €,,2.00 €,2.00 €
69,Avenue Gabriel Péri - Rue P.Teste,Vaulx-en-Velin,69120,1.94 €,,2.04 €,1.97 €
69,1880 route de strasbourg,Rillieux-la-Pape,69140,1.89 €,,2.00 €,1.99 €
69,RN 383 BRD PIERRE SEMARD,ST FONS,69190,1.88 €,,2.00 €,1.96 €
69,91 route de Grenoble,St Priest,69800,1.82 €,,1.94 €,1.90 €
69,633 route de villefranche,Anse,69480,,,2.06 €,2.01 €
69,97 RUE DENFERT ROCHEREAU,LYON,69004,1.90 €,,2.00 €,1.98 €
69,LES SEPT CHEMINS RN.86,Vourles,69390,,,,1.97 €
69,100 AVENUE BARTHELEMY BUYER,LYON,69009,1.80 €,,1.92 €,1.89 €
69,AUTOROUTE A7 - AIRE DE SOLAIZE,Saint-Symphorien-d'Ozon,69360,1.84 €,0.89 €,1.95 €,1.96 €
69,Rue du Chateau d'Yvours,Irigny,69540,,,1.90 €,1.94 €
69,244  Chemin Rivière de la Cour,Le Bois-d'Oingt,69620,1.96 €,,,1.97 €
69,RN 86 La Maladière,CONDRIEU,69420,,,1.92 €,1.94 €
69,65 COURS ALBERT THOMAS,Lyon,69003,1.98 €,,,2.02 €
69,Les Vernailles  110 rue de l'industrie,Saint-Georges-de-Reneins,69830,1.78 €,,1.93 €,1.92 €
69,28 Avenue Maurice JARROSSON,SAINTE-FOY-LèS-LYON,69110,1.84 €,,1.95 €,1.99 €
69,129 Rue de la Mûre,CHARLY,69390,,,,2.10 €
69,8 RUE MARIUS BERLIET,Chazay-d'Azergues,69380,1.77 €,,1.85 €,1.89 €
69,Avenue de la Gare,Saint-Romain-en-Gal,69560,1.80 €,,1.89 €,1.95 €
69,La Croix Blanche,Saint-Laurent-de-Chamousset,69930,,,,2.02 €
69,141 Boulevard Émile Zola,Oullins,69600,1.79 €,,1.97 €,1.93 €
69,CHEMIN DU CORNU parking LIDL,FLEURIEUX-SUR-L'ARBRESLE,69210,,,,1.98 €
