Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
70,Rue des Cytises,Neuvelle-lès-Cromary,70190,1.90 €,1.00 €,,1.94 €
70,ROUTE DE LUXEUIL,SAINT-LOUP-SUR-SEMOUSE,70800,1.89 €,,2.00 €,2.00 €
70,1 ROUTE DE BOURBONNE,CORRE,70500,1.93 €,,2.03 €,1.99 €
70,Rue Pasteur,Dampierre-sur-Salon,70180,,0.90 €,,1.98 €
70,2 Avenue de Verdun,Port-sur-Saône,70170,1.78 €,,,1.93 €
70,ZI DU GRAND FOUGERET,VILLERSEXEL,70110,1.84 €,,1.99 €,1.95 €
70,Rue Alfred Dornier,DAMPIERRE-SUR-SALON,70180,1.92 €,,,1.98 €
70,Rue du 13 Septembre 1944,Villersexel,70110,1.84 €,0.85 €,,1.95 €
70,37 Rue Edouard Herriot ,Saint-Sauveur,70300,1.90 €,,2.00 €,1.98 €
70,19 rue des vosges,saint germain,70200,1.97 €,,2.10 €,2.00 €
70,Rue Charles Couyba,ARC-LèS-GRAY,70100,2.00 €,,2.11 €,2.07 €
70,1 rue du Général Leclerc,Navenne,70000,1.83 €,0.90 €,,1.94 €
70,12  avenue des Peupliers,Fresne-Saint-Mamès,70130,,,2.20 €,2.07 €
70,8 HAMEAU DU SOLEIL LEVANT - RN19,MALVILLERS,70120,1.93 €,,,2.02 €
70,Rue des frères Lumière,GRAY,70100,,,,2.03 €
70,route de Belfort  Champ Caen,LURE,70200,1.75 €,0.87 €,,1.92 €
70,Avenue de Marnay la Ville,Marnay,70150,1.92 €,,2.00 €,1.96 €
70, Avenue de Verdun,JUSSEY,70500,,,2.02 €,1.95 €
70,ZAC DE L'OASIS,PUSEY,70000,1.75 €,0.87 €,,1.92 €
70,Rue carnot,LURE,70200,1.92 €,,2.09 €,1.97 €
70,2 Avenue Charles Couyba,ARC-LES-GRAY,70100,,0.90 €,,2.09 €
70,42 AV LEON JOUHAUX,Héricourt,70400,1.95 €,,2.06 €,2.05 €
70,66 route de Luxeuil,FOUGEROLLES,70220,,,2.05 €,1.95 €
70,RN 57,LUXEUIL-LES-BAINS,70300,1.85 €,,1.97 €,1.94 €
70,25 Route de Lure,MELISEY,70270,,,2.16 €,2.07 €
70,101 Route de Gray,CHAMPLITTE,70600,,,2.25 €,2.07 €
70,ZA DE LA CHARRIERE,Rioz,70190,2.00 €,,2.10 €,2.04 €
70,RUE DE LA LIBERATION,JUSSEY,70500,1.92 €,,1.99 €,1.99 €
70,Carrefour de la Vaugine,Vesoul,70000,1.75 €,0.85 €,1.99 €,1.92 €
70,Place du 15 Juin 1940,Combeaufontaine,70120,,,2.16 €,2.07 €
70,RN 19 ROUTE DE PARIS BP 30217,VESOUL,70004,1.91 €,0.87 €,2.02 €,2.00 €
70,34 Grande Rue,CHAMPAGNEY,70290,1.90 €,0.97 €,,1.97 €
70,18 Rue des Faines,Noidans-lès-Vesoul,70000,1.91 €,,2.02 €,2.00 €
70,6 Faubourg de Belfort,HERICOURT,70400,1.87 €,,,1.97 €
70,Boulevard Kennedy,VESOUL,70000,1.88 €,,1.99 €,1.98 €
70,Avenue du Maréchal Turenne,LUXEUIL-LES-BAINS,70300,1.91 €,,2.04 €,2.00 €
70,14 avenue Jacques Prévost,PESMES,70140,,,1.97 €,1.97 €
70,Route de Luxeuil,Fougerolles,70220,1.90 €,,,1.94 €
70,27 Rue des Martyrs de la Résistance,Luxeuil-les-Bains,70300,,,,1.94 €
70, Z.a la Saline,LURE,70200,1.80 €,0.85 €,2.05 €,1.94 €
70,Rue Olivier Albert,NOIDANS-LèS-VESOUL,70000,1.75 €,,1.99 €,1.92 €
70,Rue du Bouquet,Saint-Sauveur,70300,,,,1.92 €
70,100 FAUBOURG DE MONTBELIARD,Héricourt,70400,1.88 €,,1.90 €,1.98 €
70,1 RUE DU PLAIN,Ronchamp,70250,,,2.08 €,2.00 €
70,1 avenue Parmentier,Conflans-sur-Lanterne,70800,,,2.05 €,2.00 €
70,ZI Aux Cloyes,Lure,70200,1.75 €,,,1.92 €
70,Route de Vesoul,BUCEY-LèS-GY,70700,,,2.10 €,2.02 €
70,28 Rue Édouard Herriot,Saint-Sauveur,70300,1.89 €,,2.00 €,2.00 €
70,Route de Paris,VESOUL,70000,1.91 €,,2.02 €,2.00 €
70,ZA du Bouquet,SAINT-SAUVEUR,70300,1.75 €,0.87 €,,1.92 €
70,27 Rue Pierre Curie,Navenne,70000,1.75 €,0.85 €,1.99 €,1.92 €
70,Rue VOLTA,FAVERNEY,70160,,,2.02 €,1.99 €
70,Rue Sous les Vorpes,Gy,70700,2.00 €,,2.10 €,2.01 €
70,PLACE DES PROMENADES,PESMES,70140,,,1.97 €,1.97 €
70,26 Rue de Pontarcher,VESOUL,70000,,,1.99 €,1.98 €
70,Avenue Jacques Parisot,CORBENAY,70320,2.02 €,,2.12 €,2.02 €
70,ZA GRAY SUD CARREFOUR DES HAUTS PRES,GRAY,70100,,,2.10 €,2.03 €
70,16 Rue de Belfort,LURE,70200,1.89 €,,2.00 €,2.00 €
70,20 Avenue du Maréchal Lyautey,GRAY,70100,1.90 €,,2.01 €,1.99 €
