Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
77,AIRE DE VILLEVAUDE AUTOROUTE A 104,Claye-Souilly,77410,1.95 €,,2.07 €,2.03 €
77,25 Rue Pasteur,Brie-Comte-Robert,77170,2.00 €,,2.10 €,2.00 €
77, Rue d'Esbly,Coupvray,77700,1.85 €,,1.96 €,1.96 €
77,Chemin du Berceau,Lorrez-le-Bocage-Préaux,77710,1.98 €,,2.09 €,2.03 €
77,Rue Charles FABRY,COMBS-LA-VILLE,77380,1.89 €,0.85 €,1.98 €,1.96 €
77,22 RUE DU POIRIER DE FROMIE,MONTIGNY SUR LOING,77690,1.95 €,0.86 €,2.04 €,2.02 €
77,CENTRE COMMERCIAL BAY 2,COLLéGIEN,77090,1.83 €,,1.93 €,1.91 €
77,ROUTE D'OZOIR,Roissy-en-Brie,77680,1.82 €,,1.91 €,1.91 €
77,5 rue des Grands Champs,LE CHÂTELET-EN-BRIE,77820,1.92 €,,1.99 €,1.96 €
77,RN 7,Bourron-Marlotte,77780,1.85 €,0.88 €,1.96 €,1.93 €
77,15 Avenue du Maréchal de Lattre de Tassigny,Provins,77160,1.84 €,0.85 €,,1.91 €
77,17 Avenue des Américains,Varreddes,77910,,,,2.01 €
77,11 Rue de l'Orvanne,Moret-Loing-et-Orvanne,77250,1.85 €,,1.97 €,1.93 €
77,17 Place de l'Europe,Bailly-Romainvilliers,77700,,,1.95 €,1.93 €
77,5 RUE DU GÉNÉRAL LECLERC,Brie-Comte-Robert,77170,1.87 €,0.91 €,1.97 €,1.90 €
77,4 Boulevard Olof Palme,ÉMERAINVILLE,77184,1.99 €,0.85 €,2.09 €,2.00 €
77,38  RUE DE PARIS,SOURDUN,77171,1.84 €,0.88 €,2.04 €,1.92 €
77,2 Rue du Montpensier,DONNEMARIE-DONTILLY,77520,2.02 €,,2.13 €,2.05 €
77,20 Avenue de Claye,CHELLES,77500,2.03 €,,,2.09 €
77,RN 2 ROUTE DE SOISSONS,ROUVRES,77230,1.88 €,0.88 €,1.98 €,1.95 €
77,les Chaumes RN 19,MORMANT,77720,1.90 €,,,1.98 €
77,RD 619,Yèbles,77390,1.86 €,0.88 €,1.95 €,1.94 €
77,82 AVENUE DE LA LIBERATION,BRAY-SUR-SEINE,77480,,,2.02 €,2.00 €
77,8  route des platanes,Lizy-sur-Ourcq,77440,1.93 €,,2.04 €,1.97 €
77,86 Avenue de Verdun,TRILPORT,77470,,,2.12 €,2.03 €
77,16 AV GENERAL DE GAULLE,PROVINS,77160,1.99 €,,2.09 €,2.00 €
77,936 AVENUE DU GENERAL LECLERC,Dammarie-les-Lys,77190,,0.86 €,,1.88 €
77,AVENUE ST GERMAIN DES NOYERS,Saint-Thibault-des-Vignes,77400,1.92 €,,2.04 €,2.01 €
77,RN 7,Grez-sur-Loing,77880,1.95 €,,2.06 €,2.03 €
77,AERODROME DE MITRY,COMPANS,77290,,,,2.16 €
77,46 Rue de Villeparisis,MITRY-MORY,77290,,,1.96 €,1.97 €
77,10 AVENUE DU GENERAL DE GAULLE,NEMOURS,77140,1.95 €,0.88 €,2.06 €,2.03 €
77,5 avenue des deux Moulins,Saint-Mard,77230,1.95 €,0.85 €,2.07 €,2.00 €
77,RN4 route de Pecy  lieu dit Lugins,Vaudoy-en-Brie,77141,2.20 €,1.00 €,2.30 €,2.20 €
77,AUTOROUTE A5B - AIRE DE GALANDE-LA-MARE-LAROCHE,REAU,77550,1.89 €,0.87 €,2.00 €,1.98 €
77,AV MAURICE DAUVERGNE,LE MEE SUR SEINE,77350,1.87 €,,1.96 €,1.92 €
77,Rue Georges Claude,Meaux,77100,1.86 €,,1.97 €,1.92 €
77,5 Rue Abel Prouharam,COULOMMIERS,77120,1.85 €,,1.95 €,1.93 €
77,RD 231  STATION TOTAL,VAUDOY EN BRIE,77141,1.96 €,,2.07 €,2.05 €
77,Centre commercial de la Fontaine,LéSIGNY,77150,1.93 €,0.86 €,2.02 €,1.97 €
77,44 Boulevard du Maréchal Foch,Fontainebleau,77300,1.96 €,,2.07 €,2.07 €
77,48 Avenue de Meaux,MELUN,77000,1.96 €,,2.07 €,2.04 €
77, Boulevard Victor Hugo,GRETZ-ARMAINVILLIERS,77220,1.89 €,,1.99 €,1.99 €
77,7 rue Marguerite Perey,Fontenay-Trésigny,77610,1.87 €,,1.96 €,1.95 €
77,ZAC DES VIGNES,CRéGY-LèS-MEAUX,77124,,,2.00 €,2.03 €
77,Avenue de la Voulzie,Provins,77160,1.87 €,,2.09 €,1.93 €
77,RN 5 BIS RTE DE NANGIS (ANGLE),MELUN,77000,1.95 €,,2.06 €,2.02 €
77,2 Avenue de la Gare,Moret-Loing-et-Orvanne,77250,1.85 €,0.88 €,1.97 €,1.93 €
77,RN 34,Mouroux,77120,,,2.04 €,1.94 €
77,Rte Nationale 6 centre cial Boissénart,CESSON,77240,1.88 €,,1.98 €,1.97 €
77,Boulevard Georges Bidault,Croissy-Beaubourg,77183,1.88 €,0.85 €,1.98 €,2.02 €
77,Avenue de la Maison-Blanche,LA FERTé-GAUCHER,77320,1.99 €,0.87 €,2.10 €,1.98 €
77,BOULEVARD DIDEROT,MONTEREAU-FAULT-YONNE,77130,1.94 €,,2.03 €,1.96 €
77,ROUTE DE CHELLES,LE PIN,77181,1.85 €,0.85 €,1.95 €,1.92 €
77,zac du clos rose,MONTEVRAIN,77144,1.94 €,,2.05 €,2.01 €
77,RN 7,ST FARGEAU PONTHIERRY,77310,1.85 €,,1.93 €,1.88 €
77,28  rue du Général De Gaulle,NEMOURS,77140,,,,2.03 €
77,CHEMIN DE COMPANS,Claye-Souilly,77410,1.95 €,0.86 €,2.06 €,2.00 €
77,AIRE D'USSY SUR MARNE,USSY SUR MARNE,77260,2.15 €,,2.27 €,2.17 €
77,AVENUE DES LYS,Dammarie-les-Lys,77190,1.85 €,,1.93 €,1.88 €
77,Chemin des Prés,THOMERY,77810,1.90 €,,1.99 €,1.97 €
77,A5 Aire des Jonchets Les Récompenses,Forges,77130,1.95 €,,2.01 €,1.98 €
77,ROUTE DE LORREZ,ÉGREVILLE,77620,,0.81 €,2.08 €,2.00 €
77,16 Avenue du Chemin Noir,Lizy-sur-Ourcq,77440,1.86 €,0.85 €,1.96 €,1.97 €
77,Avenue Sylvie - ZI Belle-Ile,CHELLES,77500,1.89 €,,2.01 €,1.95 €
77,53 avenue Joffre,Esbly,77450,1.82 €,,2.02 €,1.95 €
77,COURS DE L'ARCHE GUEDON,NOISIEL,77186,1.93 €,0.86 €,2.04 €,2.00 €
77,Route de Paris,Pontault-Combault,77340,1.96 €,,2.06 €,1.96 €
77,14 Rue de Senlis,Meaux,77100,2.00 €,,2.12 €,2.04 €
77,VAL DE LOING,Souppes-sur-Loing,77460,2.16 €,,2.20 €,2.04 €
77,1 rue JM JACQUARD,NEMOURS,77140,1.85 €,,1.96 €,1.95 €
77,Avenue du Maréchal Gallieni,SAINT-SOUPPLETS,77165,,,2.21 €,2.07 €
77,AIRE DE ACHERES LA FORET OUEST A6,Achères-la-Forêt,77760,1.92 €,0.88 €,2.03 €,1.99 €
77,RUE DE LA SUCRERIE,Mousseaux-lès-Bray,77480,1.88 €,,1.92 €,1.94 €
77,CHEMIN DÉPARTEMENTAL 51 - AIRE DES BRÉCHÈRES,Pontault-Combault,77340,1.91 €,0.88 €,2.02 €,2.01 €
77,RD 606,MORET-LOING-ET-ORVANNE,77250,1.85 €,0.88 €,1.96 €,1.93 €
77,544 Avenue André Ampère,DAMMARIE-LES-LYS,77190,1.90 €,,1.98 €,1.93 €
77,Avenue du Général Leclerc,LA FERTé-GAUCHER,77320,2.00 €,0.88 €,2.10 €,1.99 €
77,AUTOROUTE A5A - AIRE DU PLESSIS-PICARD,REAU,77550,1.89 €,0.87 €,2.00 €,1.98 €
77,14 Cours du Danube,Serris,77700,1.88 €,,1.98 €,1.99 €
77,12 Rue Gustave Eiffel,BRIE-COMTE-ROBERT,77170,1.81 €,,1.91 €,1.90 €
77,route de Montfermeil,CHELLES,77500,1.90 €,,2.00 €,1.96 €
77,45 Allée Jean-Louis Barrault,MEAUX,77100,,,,
77,AUTOROUTE N104 - AIRE DE VILLEVAUDÉ,VILLEVAUDE,77410,1.85 €,,1.97 €,1.94 €
77,2-4 RUE DU GENERAL LECLERC,Pomponne,77400,1.93 €,,2.04 €,1.98 €
77,56 rue de vilpré,Rozay-en-Brie,77540,,,2.06 €,2.00 €
77,119 AV DU GENDARME CASTERMANT,CHELLES,77500,1.95 €,0.85 €,2.06 €,2.01 €
77,1 boulevard Charles de GAULLE,MONTéVRAIN,77144,1.95 €,0.85 €,2.06 €,2.00 €
77,RUE DE LA CROIX BROUILLARD,LONGUEVILLE,77650,1.86 €,0.85 €,1.96 €,1.95 €
77,62 ROUTE DE PARIS / RN 34,Saint-Germain-sur-Morin,77740,1.82 €,0.88 €,1.97 €,
77,84 Rue François de Tessan,OZOIR-LA-FERRIèRE,77330,1.87 €,,1.96 €,1.99 €
77,30 MAIL DE LA GRANDE HAIE,Mareuil-lès-Meaux,77100,1.88 €,,1.97 €,1.97 €
77,7 Rue du Général Leclerc,BRIE-COMTE-ROBERT,77170,1.98 €,,2.09 €,2.05 €
77,RN 4 77346 Pontault-Combault,PONTAULT-COMBAULT,77340,1.81 €,,1.91 €,1.90 €
77,8 avenue du 8 mai 1945,SAVIGNY-LE-TEMPLE,77176,1.96 €,0.88 €,2.07 €,2.08 €
77,route du bréau,VARENNES-SUR-SEINE,77130,1.90 €,,2.00 €,1.92 €
77,Rue du 8 Mai 1945,Othis,77280,,0.88 €,2.00 €,1.99 €
77,Rue de Nisceville,CHâTEAU-LANDON,77570,,,2.11 €,2.00 €
77,26 Avenue Charles de Gaulle,CRéCY-LA-CHAPELLE,77580,,,2.14 €,2.08 €
77,42 Avenue Franklin Roosevelt,La Ferté-sous-Jouarre,77260,1.99 €,,2.11 €,2.11 €
77,Avenue Roger Salengro,VILLEPARISIS,77270,1.81 €,,1.91 €,1.90 €
77,Rue de l'Avenir,LA CHAPELLE-LA-REINE,77760,,,2.18 €,2.06 €
77,44 Route d'Héricy,VULAINES-SUR-SEINE,77870,2.05 €,,2.15 €,2.07 €
77,RUE DES TROIS RODES,VAUX-LE-PéNIL,77000,1.97 €,,2.09 €,2.00 €
77,Aire de Darvault A6,Darvault,77140,2.07 €,,2.19 €,2.07 €
77,Avenue de Villiers,CRéCY-LA-CHAPELLE,77580,1.87 €,0.85 €,1.97 €,2.00 €
77,Place du Général de Gaulle,VAIRES-SUR-MARNE,77360,1.94 €,,2.06 €,2.00 €
77,RN 3 ZI DU HAINAULT.,SEPT-SORTS,77260,1.82 €,0.85 €,1.93 €,1.91 €
77,Route de Larchant,SAINT-PIERRE-LèS-NEMOURS,77140,,,2.02 €,1.97 €
77,Avenue de Rebais,LA FERTé-SOUS-JOUARRE,77260,1.82 €,,1.93 €,1.94 €
77,Avenue de la Foulée,Nanteuil-lès-Meaux,77100,,,1.97 €,1.97 €
77,Route Nationale 3,CLAYE-SOUILLY,77410,1.83 €,0.80 €,1.94 €,1.94 €
77,36 Avenue du Président Franklin Roosevelt,AVON,77210,1.98 €,,2.02 €,2.00 €
77,RN 105,Forges,77130,1.96 €,,2.07 €,2.05 €
77,4 Avenue Pierre Mendès France,NOISIEL,77186,2.04 €,,2.15 €,2.05 €
77,L OREE DE GUIGNES,GUIGNES,77390,1.90 €,,1.97 €,1.98 €
77,42 ALLÉE JEAN LOUIS BARRAULT,MEAUX,77100,1.92 €,,,1.98 €
77,81 Avenue Président Roosevelt,MEAUX,77100,1.90 €,,2.01 €,1.98 €
77,27 BIS AVENUE DU GENERAL LECLERC,LA ROCHETTE,77000,1.85 €,,1.93 €,1.88 €
77,Avenue de Verdun,NANGIS,77370,1.95 €,,2.05 €,2.00 €
77,A5 Aire des Jonchets Grande Paroisse,Forges,77130,1.95 €,,2.01 €,1.98 €
77,36 Avenue de Fontainebleau,La Chapelle-la-Reine,77760,,,,2.05 €
77,C.COMMERCIAL CARRE SENART,Lieusaint,77127,1.88 €,0.87 €,1.98 €,1.97 €
77, Rue du Perré,RUBELLES,77950,,,2.05 €,2.00 €
77,Avenue du 8 Mai 1945,VARENNES-SUR-SEINE,77130,1.94 €,,2.03 €,1.96 €
77,2 Avenue Édouard Gourdon,Ozoir-la-Ferrière,77330,,,2.13 €,2.05 €
77,Boulevard de la Marne,COULOMMIERS,77120,1.86 €,,2.02 €,1.87 €
77,115 Avenue du Maréchal Leclerc,SOUPPES-SUR-LOING,77460,1.94 €,,2.05 €,2.04 €
