Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
77,61 AVENUE DE L'ENSOLEILLEE,COUILLY-PONT-AUX-DAMES,77860,1.85 €,,1.94 €,1.96 €
77,127 Avenue du général leclerc,LAGNY-SUR-MARNE,77400,,,,
77,Avenue du Gendarme Castermant,CHELLES,77500,1.90 €,,,1.96 €
77,Avenue Jean Monnet,BOISSISE-LA-BERTRAND,77350,1.90 €,0.85 €,1.98 €,1.96 €
77,127 Avenue du Général Leclerc,LAGNY SUR MARNE,77400,1.84 €,,1.97 €,1.92 €
77,ROUTE DE PARIS,Villeneuve-sous-Dammartin,77230,1.95 €,,2.06 €,2.00 €
77,RN7 BP23,Dammarie-les-Lys,77190,1.85 €,0.86 €,1.94 €,1.89 €
77, Avenue James de Rothschild,FERRIèRES-EN-BRIE,77164,1.89 €,,1.99 €,1.96 €
77,RN 34,Lagny-sur-Marne,77400,1.83 €,0.88 €,1.97 €,1.91 €
77,RN 330 - ROUTE DE MEAUX,ST SOUPPLETS,77165,1.94 €,0.88 €,2.05 €,2.02 €
77,334 AVENUE DE LA VICTOIRE,MEAUX,77100,1.86 €,0.86 €,1.97 €,1.92 €
77,27 ROUTE DE MONTEREAU,Vaux-le-Pénil,77000,1.89 €,0.85 €,1.97 €,1.95 €
77,Route de Fontainebleau,Nangis,77370,1.90 €,0.85 €,1.99 €,1.95 €
77,AV PRESIDENT SALVADOR ALLENDE,Meaux,77100,1.84 €,,2.04 €,1.93 €
77,19-29 AV. VICTOR HUGO,COULOMMIERS,77120,1.86 €,0.87 €,2.02 €,1.87 €
77,30/34 RUE FRANCOIS DE TESSAN,MEAUX,77100,1.84 €,0.87 €,1.97 €,1.93 €
77,1-5 AVENUE DE MELUN,Nanteuil-lès-Meaux,77100,1.84 €,,1.97 €,1.93 €
77,RUE BELLE ETOILE,LONGPERRIER,77230,,,,
77,52 RUE JEAN JAURES,COUBERT,77170,1.96 €,,2.07 €,2.03 €
77,RN 104 - CD 51,Émerainville,77184,,,,
77,Route de la Libération,Tournan-en-Brie,77220,,,,
77,73 Avenue du Président Franklin Roosevelt,Avon,77210,1.99 €,0.92 €,2.07 €,2.00 €
77,Autoroute de l'Est-A4,Ussy-sur-Marne,77260,,,,
77,Route de Villevaudé,Villeparisis,77270,,,,
77,AIRE DE CHANGIS-SUR-MARNE A4,La Ferté-sous-Jouarre,77260,2.15 €,,2.27 €,2.18 €
77,RN4 LIEUDIT L ERABLE,Ozoir-la-Ferrière,77330,1.94 €,,2.05 €,2.01 €
77,6 A 10 AV CHARLES ROUXEL,Pontault-Combault,77340,1.81 €,,1.91 €,1.91 €
77,2  AVENUE CHARLES DE GAULLE,ESBLY,77450,1.95 €,0.88 €,2.06 €,2.02 €
77,32 Rue Pasteur,Souppes-sur-Loing,77460,,,,
77,AUTOROUTE A4 - AIRE DE BUSSY ST GEORGES,Bussy-Saint-Georges,77600,1.92 €,,2.03 €,1.99 €
77,AUTOROUTE A4 - AIRE DE FERRIÈRES,Bussy-Saint-Georges,77600,1.92 €,,2.03 €,1.99 €
77,BLD DE LA MALIBRAN,Roissy-en-Brie,77680,1.82 €,,1.96 €,1.92 €
77,1 Avenue Robert Schuman,COUPVRAY,77700,1.98 €,,2.07 €,2.04 €
77,11 Rue de Paris,Torcy,77200,1.93 €,,2.09 €,2.01 €
77,Rue des Bordes,Saint-Fargeau-Ponthierry,77310,2.01 €,,2.11 €,2.04 €
77,94 AVENUE DU MARECHAL FOCH,Quincy-Voisins,77860,,,2.32 €,2.27 €
77,PARC D'ACTIVITES PRES DES BOURDEAUX,FAREMOUTIERS,77515,,,2.10 €,2.04 €
77,Avenue de la Courtillière,SAINT-THIBAULT-DES-VIGNES,77400,1.86 €,0.85 €,1.94 €,1.93 €
77, Rue Gallieni,Chartrettes,77590,,,2.07 €,1.98 €
77,AIRE DE ACHERES EST A6,URY,77760,1.92 €,,2.03 €,1.99 €
77,2 RUE JEAN COCTEAU,CHAMPAGNE-SUR-SEINE,77430,1.85 €,,1.97 €,1.93 €
77,Rue Bertaux,FONTENAY-TRéSIGNY,77610,1.87 €,,1.96 €,1.95 €
77,17 allée des rousselets Zac des vallières,THORIGNY-SUR-MARNE,77400,1.87 €,0.88 €,1.97 €,1.95 €
77,AVENUE DE STRASBOURG,COULOMMIERS,77120,1.86 €,,2.02 €,1.87 €
77,11 av Roland Moréno,Chauconin-Neufmontiers,77124,1.83 €,,1.94 €,1.94 €
77,Autoroute du Soleil - AIRE DE NEMOURS OUEST,NEMOURS,77140,2.05 €,,2.19 €,2.06 €
77,AV DES HYVERNAUX - RD 51,LESIGNY,77150,1.88 €,0.89 €,1.98 €,1.92 €
77,Avenue des Pyramides,CHAMPS-SUR-MARNE,77420,1.87 €,0.85 €,1.98 €,1.94 €
77,RN 19   AVENUE DU GENERAL DE GAU,NANGIS,77370,1.89 €,,1.98 €,1.94 €
77,CARREFOUR DE LA LIBERATION,Fontainebleau,77300,1.98 €,0.96 €,2.08 €,2.08 €
77,RUE DE LA LIBERATION,Tournan-en-Brie,77220,1.92 €,0.85 €,2.02 €,1.98 €
77,Route de Vémars,MOUSSY-LE-NEUF,77230,,,2.07 €,1.99 €
77,Place Robert Schuman,Roissy-en-Brie,77680,1.90 €,,2.01 €,1.97 €
77,ZAC PRE ANCEL,REBAIS,77510,,,2.11 €,2.06 €
