Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
37,La Cloutiere    PERRUSSON,LOCHES,37600,1.86 €,,1.95 €,1.95 €
37,ZA Du Bois Joly RD 82-9000,CORMERY,37320,1.98 €,,2.08 €,2.00 €
37,ZA LES BUTTES,AVOINE,37420,1.92 €,0.87 €,2.03 €,2.02 €
37,Avenue Léonard de Vinci,Amboise,37400,1.84 €,,1.93 €,1.92 €
37,42 rue de la Gitonnière,Joué-lès-Tours,37300,1.88 €,1.95 €,2.01 €,1.94 €
37,ZAC Les Fougerolles LA VILLE AUX DAMES,La Ville-aux-Dames,37700,1.82 €,0.68 €,1.94 €,1.88 €
37,CHEMIN DU PONT DE LA FORGE ,SAVIGNé-SUR-LATHAN,37340,,,2.07 €,1.95 €
37,300 Rue du Général Renault,Tours,37000,1.93 €,,2.02 €,1.99 €
37,75 Avenue du Général de Gaulle,Château-la-Vallière,37330,1.92 €,,2.06 €,1.95 €
37,CENTRE CIAL LA ROCADE,L'Île-Bouchard,37220,1.80 €,0.66 €,1.89 €,1.88 €
