Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
67,59 RUE BOECKLIN,STRASBOURG,67000,1.94 €,,2.04 €,2.00 €
67,ROUTE DE BOUXWILLER,Ingwiller,67340,1.90 €,,2.01 €,1.99 €
67,79 ROUTE DE BISCHWILLER,BISCHHEIM,67800,1.87 €,,1.97 €,1.98 €
67,4 ROUTE D'ALTENHEIM,STRASBOURG,67100,1.89 €,,1.99 €,1.96 €
67,3 Rue Sainte-Marie,SAVERNE,67700,2.03 €,,2.17 €,2.09 €
67,55 rue de Keskastel,Herbitzheim,67260,,,2.00 €,1.96 €
67,43 RTE DE STE MARIE AUX MINES,Châtenois,67730,1.90 €,,2.01 €,1.99 €
67,15 Rue des Cuirassiers,REICHSHOFFEN,67110,1.91 €,,2.01 €,1.94 €
67,50 BOULEVARD DE LA VICTOIRE,STRASBOURG,67000,1.89 €,0.88 €,2.00 €,1.98 €
67,CENTRE ROUTIER DE RHEINFELD,STRASBOURG,67000,1.81 €,0.87 €,1.91 €,1.90 €
67,9 Avenue d'Alsace,Strasbourg,67000,1.90 €,0.85 €,2.00 €,1.98 €
67,250 Avenue de Colmar,Strasbourg,67100,1.86 €,0.80 €,2.00 €,1.96 €
67,89 Rue de l'Eglise,SCHIRMECK,67130,,,,
67,ROUTE DE LYON,Erstein,67150,1.81 €,,1.98 €,1.90 €
67,68 ROUTE DE SCHIRMECK,STRASBOURG,67200,1.90 €,,2.01 €,2.01 €
67,RN 4 - ROUTE DE SAVERNE,WOLFISHEIM,67202,1.76 €,0.88 €,1.87 €,1.90 €
67,8 RUE DU MARECHAL JUIN,OBERNAI,67210,1.91 €,0.87 €,2.02 €,2.00 €
67,11 DE VENDEE,MARCKOLSHEIM,67390,,,,
67,145 ROUTE DE LYON,Illkirch-Graffenstaden,67400,1.89 €,,2.00 €,1.99 €
67,22 ROUTE DE STRASBOURG,HAGUENAU,67500,1.91 €,0.88 €,2.02 €,2.00 €
67,AUTOROUTE A35 - AIRE D'OSTWALD,OSTWALD,67540,1.86 €,0.87 €,1.97 €,1.95 €
67,10 BIS ROUTE DE STRASBOURG,VENDENHEIM,67550,1.90 €,,2.01 €,1.99 €
67,RTE DE STRASBOURG RN 83,FEGERSHEIM,67640,1.91 €,,2.02 €,2.00 €
67,RD1083 - Rue de Lyon,ICHTRATZHEIM,67640,1.81 €,0.87 €,1.91 €,1.90 €
67,71 RUE DU DOCTEUR DEUTSCH,Betschdorf,67660,,,,2.14 €
67,20 ROUTE DE BRUMATH,HOENHEIM,67800,1.90 €,0.86 €,2.01 €,1.99 €
67,ESPACE ATRIUM,Mutzig,67190,,,2.05 €,1.99 €
67,3 Rue Gaston Fleischel,Reichshoffen,67110,1.82 €,0.88 €,1.92 €,1.97 €
67,AUTOROUTE A4 AIRE DE BRUMATH EST,BRUMATH,67170,2.11 €,,2.21 €,2.14 €
67,Rue d'Eckbolsheim,LINGOLSHEIM,67380,1.79 €,,1.90 €,1.90 €
67,RTE EXPRESS VALLEE LA BRUCHE,GRESSWILLER,67190,1.81 €,,1.91 €,1.90 €
67,Route de Haguenau,WOERTH,67360,,0.90 €,2.00 €,1.98 €
67,Rue de Paris,Reichstett,67116,1.90 €,,1.95 €,1.95 €
67,142 ROUTE D' OBERHAUSBERGEN,STRASBOURG,67200,1.76 €,0.87 €,1.87 €,1.89 €
67,Rue Principale,Wingen-sur-Moder,67290,,,1.96 €,1.97 €
67,ROUTE DE STRASBOURG,HOCHFELDEN,67270,1.81 €,,,1.91 €
67,ROUTE DE LYON - RD-1083,HUTTENHEIM,67230,1.81 €,,1.92 €,1.90 €
67,Route de Rhinau,Boofzheim,67860,1.83 €,,1.90 €,1.95 €
67,38 Rue de Dettwiller,SAVERNE,67700,1.98 €,,2.08 €,2.02 €
67,49 RTE DU RHIN,STRASBOURG,67000,1.82 €,,,1.90 €
67,20 ROUTE DE STRASBOURG,WASSELONNE,67310,1.81 €,0.87 €,1.91 €,1.90 €
67,A4 - Aire de Saverne - Monswiller,Eckartswiller,67700,1.88 €,0.86 €,1.99 €,1.96 €
67,67 Route de Brumath,SOUFFELWEYERSHEIM,67460,1.82 €,,,1.93 €
67,19 Rue de l'Avenir,BETSCHDORF,67660,1.98 €,,2.05 €,1.95 €
67,14 Avenue de l'Europe,MARCKOLSHEIM,67390,,,1.86 €,1.97 €
67,4A Rue du Maréchal FOCH,Sarre-Union,67260,,,2.09 €,1.96 €
67,ROUTE NATIONALE,ROTHAU,67570,1.90 €,0.85 €,2.00 €,1.98 €
67,AUTOROUTE A4 - AIRE DE KESKASTEL EST,KESKASTEL,67260,1.88 €,,1.99 €,1.96 €
67,Rue de Weyer,DRULINGEN,67320,1.85 €,,1.95 €,1.99 €
67,4 Route de Schirmeck,DUPPIGHEIM,67120,1.92 €,0.99 €,2.03 €,2.02 €
67,1 Rue Principale,HATTEN,67690,,,1.98 €,1.96 €
67,17 Route d'Oberhoffen,BISCHWILLER,67240,1.88 €,,1.98 €,1.97 €
67,place André Maurois,STRASBOURG,67200,1.79 €,,1.89 €,1.94 €
67,284 ROUTE DE SCHIRMECK,STRASBOURG,67200,1.81 €,,1.90 €,1.97 €
67,14 Rue du Général Leclerc,Obernai,67210,1.82 €,,1.91 €,1.99 €
67,58 Route de Hohengoeft,Wasselonne,67310,1.79 €,,1.85 €,1.92 €
67,33 rue de la Pépiniére,WISSEMBOURG,67160,1.89 €,,1.98 €,1.99 €
67,4 Route de Bitche,HAGUENAU,67500,,,,2.00 €
67,38 Route de Colmar,Sélestat,67600,1.93 €,,2.00 €,1.98 €
67,AUT A 35  AIRE LES CHAUMES BP 33,Ostwald,67540,1.94 €,,2.06 €,2.05 €
67,41 Boulevard de Lyon,STRASBOURG,67000,1.93 €,,2.03 €,2.00 €
67,33C Avenue de la Gare,ROSHEIM,67560,1.90 €,,2.00 €,1.96 €
67,RN 63,Mundolsheim,67450,1.88 €,,1.97 €,1.96 €
67,256 route de Mittelhausbergen,Oberhausbergen,67200,1.79 €,0.85 €,1.87 €,1.92 €
67,24 Rue du Donon,La Broque,67130,1.86 €,,1.96 €,1.97 €
67,33a Route de Dachstein,Molsheim,67120,1.90 €,,1.99 €,1.97 €
67,ROUTE D37,REICHSTETT,67116,,,,2.06 €
67,1 rue du collège,Drusenheim,67410,2.02 €,,2.12 €,2.08 €
67,Rue d'Obermodern,Bouxwiller,67330,1.90 €,,2.00 €,1.92 €
67,18 RUE DE LA BITCHE,Mertzwiller,67580,,,2.09 €,2.11 €
67,15 Quai de l'Abattoir,BARR,67140,,,2.12 €,1.99 €
67,50 ROUTE DE STRASBOURG,SELESTAT,67600,,0.88 €,,1.88 €
67,5 place Charls de Gaulles,SOULTZ-SOUS-FORêTS,67250,1.89 €,,1.99 €,1.96 €
67,Z.A. DE LA HARDT,Gundershoffen,67110,1.79 €,0.85 €,1.88 €,1.95 €
