Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
53,26 avenue de mayenne de Mayenne,Laval,53000,1.90 €,,2.01 €,1.99 €
53,46 avenue de lattre de tassigny,LAVAL,53000,1.85 €,0.85 €,1.94 €,1.88 €
53,Route de St Jean,LOUVERNé,53950,,,2.12 €,2.02 €
53,248 RUE DE BRETAGNE,LAVAL,53000,1.86 €,0.87 €,1.95 €,1.89 €
53,ROUTE DE PARIS - BLD PAUL LINTIE,MAYENNE,53100,1.84 €,0.94 €,1.93 €,1.88 €
53,30 Avenue des Sablonnières,Saint-Fort,53200,1.83 €,,1.94 €,1.88 €
53,ROUTE DU MANS,Villaines-la-Juhel,53700,1.89 €,,2.00 €,1.95 €
53,Rue de Couterne,LASSAY-LES-CHâTEAUX,53110,1.87 €,,1.92 €,1.90 €
53,11 Avenue René Cassin,Azé,53200,,,,2.04 €
53,RUE DES TILLEULS,Meslay-du-Maine,53170,,,2.20 €,1.95 €
53,Bld Louis Armand BP 4239,LAVAL,53940,1.85 €,0.85 €,1.94 €,1.90 €
53,le perray,Vaiges,53480,,,1.97 €,1.93 €
53,4 RUE DES VALLEES,Ambrières-les-Vallées,53300,,,2.11 €,2.00 €
53,zone Normandie Maine,PRé-EN-PAIL,53140,,,2.09 €,1.93 €
53,BLD DES TRAPPISTINES,LAVAL,53000,1.85 €,,1.94 €,1.88 €
53,Rue de la Libération,Montsûrs,53150,,,1.99 €,1.95 €
53,32 Rue des Avaloirs,Saint-Pierre-des-Nids,53370,,,2.09 €,2.08 €
53,8  Avenue des Sports,ÉVRON,53600,2.02 €,,2.16 €,2.12 €
53,HAUT DU PLESSIS ROUTE DE LANDIVY,Fougerolles-du-Plessis,53190,1.97 €,,,1.97 €
53,ROUTE DE LAVAL,ÉVRON,53600,1.88 €,,1.97 €,1.95 €
53,RN 171,RENAZE,53800,1.93 €,,,1.97 €
53, Rue de Bretagne,MAYENNE,53100,,,2.05 €,2.00 €
53,1 RUE FREDERIC CHAPLET,Andouillé,53240,,,2.10 €,2.00 €
53,ROUTE DE MAYENNE,ERNéE,53500,1.93 €,,2.04 €,1.99 €
53,A81,Bonchamp-lès-Laval,53960,1.99 €,,2.09 €,2.04 €
53,Route de Laval,LE BOURGNEUF-LA-FORêT,53410,,,1.98 €,1.98 €
53,ZA DE LA MALADRERIE,ANDOUILLE,53240,,,2.20 €,1.92 €
53,ZONE ARTIZ DE L'AUBEPIN,L'HUISSERIE,53970,,,2.06 €,1.94 €
53,ROUTE DE MAYENNE - RN 162,LAVAL,53000,1.90 €,,2.01 €,1.99 €
53,PLACE DU CHAMP DE FOIRE,CHâTEAU-GONTIER,53200,1.94 €,,,1.98 €
53,61 Boulevard Félix Grat,LAVAL,53000,1.85 €,,1.94 €,1.88 €
53,RUE DU CHAMP DE FOIRE,GORRON,53120,2.09 €,,2.20 €,2.12 €
53,RN 12 ROUTE DE PARIS,Pré-en-Pail,53140,1.83 €,0.88 €,1.97 €,1.89 €
53,Z.A. LA PEPINIERE,CRAON,53400,1.87 €,,1.94 €,1.96 €
53,ROUTE DE CRAON,Cossé-le-Vivien,53230,,,2.05 €,2.00 €
53,AUTOROUTE A81AIRE DE LA VALLEE DE L'ERVE,THORIGNE-EN-CHARNIE,53270,2.08 €,,2.19 €,2.10 €
53,29 RTE DE LAVAL,ÉVRON,53600,1.89 €,,2.00 €,1.96 €
53,Impasse des Sablons,Changé,53810,1.97 €,,2.06 €,2.00 €
53,AVENUE GEORGES POMPIDOU,CHâTEAU-GONTIER,53203,,0.85 €,1.97 €,1.91 €
53,3 place des Cyprès,Saint-Pierre-la-Cour,53410,,,2.10 €,1.99 €
53,68 ROUTE DE NANTES,CRAON,53400,1.89 €,,2.00 €,1.98 €
53,977 rue de la peyenniere,MAYENNE,53100,,,,
53,La Hainaud,ERNEE,53500,1.95 €,,,1.94 €
53,69 Boulevard Lucien de Montigny,Mayenne,53100,2.50 €,,2.50 €,2.37 €
53,zi de l'aubriere,Bais,53160,,,2.15 €,2.04 €
53,Chemin des marzelles,Argentré,53210,2.07 €,,2.17 €,1.94 €
53,ROUTE D AMBIERES,Gorron,53120,,0.85 €,1.98 €,1.93 €
53, Rue du Bois-Hedin,BONCHAMP-LèS-LAVAL,53960,,,2.01 €,1.91 €
53,195 AVENUE DE CHANZY,LAVAL,53000,1.89 €,,1.98 €,1.91 €
53,140 Avenue de Fougères,Laval,53000,1.90 €,,2.01 €,1.99 €
53,550 Boulevard Jean Monnet,MAYENNE,53100,1.86 €,0.87 €,1.91 €,1.89 €
53,RN 178 BIS,Cossé-le-Vivien,53230,1.92 €,,2.03 €,2.00 €
53,route de Sillé,Evron,53600,,0.87 €,,1.95 €
53,60  avenue de la Comm. Européenne,LAVAL,53000,1.85 €,0.85 €,1.94 €,1.90 €
53,R.D. n 115,LOIRON,53320,,,1.99 €,1.97 €
53,LES SEMONDIERES,ERNEE,53500,,0.85 €,1.97 €,1.92 €
53,582  rue du Prieuré de Berne,Mayenne,53102,1.79 €,,,1.86 €
