Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
47,RUE MENDES FRANCE,TONNEINS,47400,1.82 €,0.89 €,1.92 €,1.88 €,4440100,29900
47,RD 813,BON-ENCONTRE,47240,1.87 €,,2.01 €,1.92 €,4418100,67300
47,Route de Villeneuve,MONFLANQUIN,47150,2.04 €,,2.15 €,2.07 €,4453206,76441
47,Route de Villeneuve,SAINTE-LIVRADE-SUR-LOT,47110,1.90 €,,2.00 €,1.95 €,4440075.05566,61437.2686154
47,19 Rue Saffin,Clairac,47320,,,2.24 €,2.13 €,4436109,38049
47,106 AVENUE DES PYRENEES,Le Passage,47520,1.87 €,0.88 €,2.01 €,1.91 €,4417140.63,60855.8
47,RTE DE TOULOUSE RN 113,BOE,47550,1.87 €,0.88 €,2.01 €,1.91 €,4418603,66242
47,ZAC AGEN SUD,AGEN,47000,1.87 €,0.85 €,,1.91 €,4418100,61800
47,ZA Les portes du Quercy,MONTAYRAL,47500,1.92 €,,2.00 €,1.93 €,4448578.57762,97865.5098255
47,RN 21 - MONPLAISIR,CASTILLONNES,47330,1.97 €,0.88 €,2.07 €,1.99 €,4464300,59400
47,12 place Martignac,Miramont-de-Guyenne,47800,,,2.11 €,2.07 €,4460000,35900
47,lieu dit les Barths,Samazan,47250,1.92 €,0.90 €,2.03 €,2.00 €,4443100,12900
47,Avenue de la Myre Mory,SAINT-SYLVESTRE-SUR-LOT,47140,,,2.00 €,1.93 €,4439673,80632
47,LA RIGALE,CASSENEUIL,47440,,,,1.99 €,4444100,63100
47,route de mezin,lavardac,47230,,0.80 €,2.00 €,1.94 €,4417400,30500
47,Au Rébéquet,Saint-Pardoux-Isaac,47800,1.93 €,0.85 €,,1.97 €,4461364,36024
47,Au Caillou,Villeréal,47210,,,,1.99 €,4462400,74100
47,ROUTE NATIONALE 21,Cancon,47290,,,,2.13 €,4453298.3178404,62524.992450745
47,ZONE DU BOSCLA,Saint-Vite,47500,1.92 €,0.85 €,2.00 €,1.93 €,4447600,95100
47,Quai Gambetta,CLAIRAC,47320,1.97 €,,2.06 €,1.96 €,4435700,38200
47,1500 Avenue du Docteur Jean Noguès,BOE,47550,,0.88 €,,2.04 €,4418500,66400
47,Bassin du Canal,Damazan,47160,2.14 €,,,2.16 €,4429000,28200
47,2  rue Bir-Hakeim,PUJOLS,47300,1.87 €,0.89 €,2.03 €,1.96 €,4439340.2403121,69168.08873108
47,190 Avenue des Landes,brax,47310,1.93 €,,2.05 €,1.95 €,4420000,55400
47,2 rue du champ de foire,Monbahus,47290,,,,1.99 €,4454899.75,53641.038333333
47,rte Nationale 708,Duras,47120,2.09 €,,,2.11 €,4466500,19400
47,Route d'Agen,VILLENEUVE-SUR-LOT,47300,1.79 €,0.85 €,1.88 €,1.85 €,4439627.25078,70675.2642442
47,RTE DE MIRAMONT,Marmande,47200,1.92 €,,2.03 €,2.00 €,4450818,19074
47,La Ville,LE PASSAGE,47520,1.94 €,0.88 €,2.00 €,1.98 €,4419000,60500
47,Zone Le Rouge ZAC de Foulayronnes,Foulayronnes,47510,1.93 €,0.85 €,2.09 €,1.95 €,4423600,64300
