Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
65,97 AV.DE TOULOUSE,SéMéAC,65600,,0.91 €,,2.02 €,4321295.38512,7801.01805428
65,AVENUE DU MARECHAL JOFFRE,TARBES,65000,1.86 €,0.89 €,1.97 €,1.91 €,4323900,6200
65,BD DE LATTRE DE TASSIGNY,Tarbes,65000,1.87 €,0.91 €,2.01 €,1.92 €,4322300,5800
65,4 Avenue François Abadie,Lourdes,65100,1.87 €,,2.01 €,1.91 €,4310800,-3900
65,25 BOULEVARD DE LAPACCA,LOURDES,65100,1.85 €,0.89 €,1.99 €,,4309700,-3800
65,13 route de Lourdes,Juillan,65290,1.89 €,0.89 €,1.99 €,1.93 €,4320079,3601
65,ROUTE DE SAINT LARY,SARRANCOLIN,65410,1.95 €,,2.05 €,2.09 €,4297300,37600
65,route pierrefitte,Cauterets,65110,,,2.26 €,2.20 €,4289995,-10814
65,5 rue francis cruzel,Rabastens-de-Bigorre,65140,,,2.09 €,2.05 €,4338900,14500
65,D 817,TOURNAY,65190,,,,2.07 €,4318500,23900
65,Route de Pau,IBOS,65420,1.90 €,0.89 €,2.00 €,1.93 €,4323900,1800
65, Route de Tarbes,CAMPISTROUS,65300,2.06 €,0.91 €,2.18 €,2.14 €,4311595,36730
65,LIEU DIT PLAS,ARREAU,65240,,,2.17 €,2.11 €,4289922.58853,35364.2473678
65,265 Route de Toulouse,LANNEMEZAN,65300,,,2.05 €,2.01 €,4311900,41100
65,route de Bagnères,LALOUBERE,65310,1.94 €,,2.05 €,1.98 €,4320600,7200
65,ROUTE DE VIELLE AURE,Bourisp,65170,,,2.05 €,2.00 €,4282800,33300
65,5 Avenue François ABADIE,Lourdes,65100,1.89 €,0.88 €,2.00 €,1.93 €,4310100,-4400
65,21 ROUTE DE BORDEAUX,bazet,65460,1.90 €,,2.01 €,2.01 €,4329100,7600
65,ROUTE DE TARBES,Vic-en-Bigorre,65500,1.90 €,,2.01 €,2.01 €,4337271,6017
65,ROUTE NATIONALE,Loures-Barousse,65370,,,2.11 €,2.00 €,4302400,60300
65,Rue Lucien Pourxet,LOURDES,65100,2.00 €,0.89 €,,2.00 €,4308800,-4400
65,centre commercial Val d'Adour,Maubourguet,65700,1.90 €,,2.00 €,1.99 €,4344100,4200
65,Avenue de Bagnères,Tournay,65190,1.81 €,,1.88 €,1.92 €,4317600,24000
65,27 AVENUE DES PYRENEES,Argelès-Gazost,65400,1.88 €,0.89 €,1.94 €,1.91 €,4301600,-9700
65,86 Avenue François Mitterrand,Séméac,65600,,,,,4322400,10200
65,32  avenue du Général de Gaulle,ARGELES-GAZOST,65400,,,2.07 €,2.05 €,4300300,-9700
65,ROUTE DE TOULOUSE,CASTELNAU-MAGNOAC,65230,,0.85 €,1.99 €,1.99 €,4329300,51500
65,3150 RN 117,CAPVERN,65130,,0.85 €,,1.98 €,4311200,35600
65,2 RUE OSMIN RICAU,Vic-en-Bigorre,65500,1.90 €,,2.02 €,1.96 €,4339200,5500
65,Place Germain Claverie,TARBES,65000,,,2.03 €,1.94 €,4322800,8800
65,rue du XI novembre,AUREILHAN,65800,,,2.04 €,1.97 €,4324885.3174,9002.00535935
65,ROUTE DES COLS,BAGNèRES-DE-BIGORRE,65200,1.90 €,,2.01 €,2.00 €,4307219.93425,14590.6059143
65,Route de Saint Lary,ANCIZAN,65440,1.89 €,0.85 €,2.00 €,2.00 €,4286905,34022
65,21 Avenue du Barege,ESQUIèZE-SèRE,65120,,,2.17 €,2.02 €,4287600,-600
65,quartier larise,SALIGOS,65120,2.00 €,,2.12 €,2.08 €,4289100,-2400
65,83 Avenue de la Mongie,POUZAC,65200,1.90 €,,2.05 €,1.95 €,4308000,14000
65, Boulevard Lacaussade,TARBES,65000,,,2.25 €,1.99 €,4323426,5428
65,CENTRE COMMERCIAL LA RAMONDIA,LANNEMEZAN,65300,1.87 €,,1.97 €,1.94 €,4309800,39900
65,Avenue François Abadie,Lourdes,65100,1.84 €,,,1.91 €,4310985,-3764
65,Loudenvielle,LOUDENVIELLE,65510,2.00 €,,2.05 €,2.01 €,4279900,41000
65,Route de Tarbes,Lalanne-Trie,65220,1.95 €,0.88 €,2.05 €,1.98 €,4331100,33300
65,87 Rue Alsace Lorraine,Tarbes,65000,1.92 €,0.91 €,2.05 €,1.95 €,4325003.622,7205.866
65,Route d'Auch,ORLEIX,65800,1.90 €,0.89 €,2.00 €,1.93 €,4327800,11600
65,1 rue Jean Perrin,TARBES,65000,1.86 €,0.89 €,1.97 €,1.91 €,4322000,8000
65,77 AVENUE DE LA MONGIE,POUZAC,65200,2.06 €,0.91 €,2.17 €,2.11 €,4308100,13900
65,2 Quai Rossignol,VIC-EN-BIGORRE,65500,,0.88 €,2.05 €,1.99 €,4338400,5100
65,26 Avenue Geruzet,Bagnères-de-Bigorre,65200,,,2.05 €,2.02 €,4306700,15200
65,Route du stade,ARGELES GAZOST,65400,,,2.00 €,1.96 €,4301400,-9800
