Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
25,2 RUE DU CENTRE,MONTFERRAND-LE-CHâTEAU,25320,,,2.10 €,1.99 €
25,place du 8 mai 45,Maîche,25120,1.99 €,,,2.09 €
25,2 Rue René Char,BESANçON,25000,1.88 €,,2.03 €,1.97 €
25,50 Boulevard Léon Blum,Besançon,25000,1.85 €,,2.05 €,1.93 €
25,2 RUE DE VESOUL,BESANCON,25000,1.89 €,,2.00 €,1.99 €
25,Route Nationale,BAVANS,25550,1.88 €,,,1.95 €
25,66 RUE DE SELONCOURT,AUDINCOURT,25400,1.78 €,,1.93 €,1.99 €
25,2 Avenue du Général Leclerc,BAUME-LES-DAMES,25110,,,,2.03 €
25,32 RUE DE LA VAREE,MOUTHE,25240,,,2.01 €,1.97 €
25,119 faubourg de besançon,MONTBéLIARD,25200,1.88 €,0.90 €,1.97 €,1.95 €
25,59 Rue de Montbéliard,PONT-DE-ROIDE,25150,,,,1.99 €
25,52  route de Lausanne,Les Hôpitaux-Neufs,25370,,,1.91 €,1.98 €
25,Croix-Denis,Sancey,25430,2.10 €,,,2.06 €
25,17 Rue de l'Amitié,Besançon,25000,1.81 €,0.74 €,,1.92 €
25,5 Route de Gray,Besançon,25000,1.89 €,,2.00 €,1.99 €
25,2 rue de cantley,ORNANS,25290,,,2.18 €,2.10 €
25,Rue Pierre Perçot,VILLERS-LE-LAC,25130,,,1.95 €,1.91 €
25,Rue de la Cray,VOUJEAUCOURT,25420,1.94 €,,2.05 €,2.00 €
25,route de dijon,HOUTAUD,25300,2.06 €,,2.00 €,1.95 €
25,Rue de Besançon,Doubs,25300,,,1.97 €,1.95 €
25,ZA DU PRE ROND,Cuse-et-Adrisans,25680,1.94 €,,2.05 €,2.00 €
25,15 RUE SAINT MICHEL,MORTEAU,25500,1.97 €,1.00 €,2.07 €,2.00 €
25,ROUTE DE RANS,Arc-et-Senans,25610,,,2.16 €,2.06 €
25,RUE DE LA GRAPPE,Marchaux,25640,1.98 €,,2.09 €,2.00 €
25,rue de la combe du puits,École-Valentin,25480,2.06 €,0.76 €,2.10 €,2.03 €
25,AUTOROUTE A36 - AIRE DE BESANCON MARCHAUX,MARCHAUX,25640,1.89 €,0.89 €,2.00 €,1.96 €
25,COMBE DU MAGNY,DAMPIERRE-LES-BOIS,25490,1.85 €,0.88 €,1.97 €,1.96 €
25,RN 73,CHEMAUDIN,25320,1.89 €,,2.00 €,1.99 €
25,18 Avenue de l'Armée de l'Est,Pontarlier,25300,2.10 €,0.90 €,2.17 €,2.07 €
25,3 Rue de la Porte des Noyes-CLERVAL,PAYS DE CLERVAL,25340,,,2.10 €,2.04 €
25,4 Rue du Lac,SAôNE,25660,2.01 €,0.88 €,,2.06 €
25,85 grande rue,BAVANS,25550,,,2.14 €,2.02 €
25,9 ROUTE DE LYON,QUINGEY,25440,1.93 €,0.85 €,2.02 €,1.96 €
25,Rue Pierre Déchanet,PONTARLIER,25300,,,,1.99 €
25,Avenue du Maréchal de Lattre de Tassigny,LE RUSSEY,25210,2.12 €,,,2.07 €
25,Avenue Foch,L'ISLE-SUR-LE-DOUBS,25250,1.82 €,,1.95 €,1.93 €
25,RN 57,MAMIROLLE,25620,,0.88 €,1.93 €,1.90 €
25,66 Rue de Salins,PONTARLIER,25300,2.11 €,,,2.02 €
25,4 RUE PHILIPPE GOUDEY,EXINCOURT,25400,1.89 €,,,1.95 €
25,Rue du Chenau Blond  Les Ecots ZAC,Saône,25660,1.94 €,,2.08 €,1.99 €
25,aire de champoux,MARCHAUX,25640,1.98 €,,2.13 €,1.99 €
25,Z.A. les Salines,Pouilley-les-Vignes,25115,,,2.04 €,1.96 €
25,21 AVENUE DE LATTRE DE TASSIGNY,ORNANS,25290,,,2.17 €,2.07 €
25,2 ROUTE DE GRAY,PIREY,25480,1.90 €,,2.01 €,1.99 €
25,RUE DE LA VERDOLLE,ORCHAMPS-VENNES,25390,,,1.91 €,1.96 €
25,80 Rue de Vesoul,BESANçON,25000,2.06 €,0.76 €,2.10 €,2.03 €
25,Zone Artisanale des Prés Chalots,Roche-lez-Beaupré,25220,1.91 €,,2.04 €,1.95 €
25,25 Route de Lyon,Beure,25720,2.10 €,,2.16 €,2.11 €
25,Autoroute A36,Écot,25150,1.94 €,,2.00 €,2.02 €
25,4 Rue du Clos Jeune,MORTEAU,25500,1.91 €,,,2.02 €
25,2 Route de Clerval,Sancey-le-Long,25430,1.97 €,,2.05 €,2.00 €
25,8 Place René Cassin,Besançon,25000,1.82 €,0.85 €,1.98 €,1.96 €
25,26 Rue des Bouleaux,Pont-de-Roide,25150,1.78 €,,1.91 €,1.91 €
25,60 rue de belfort,BESANCON,25000,1.96 €,,2.06 €,2.04 €
25,58 Avenue Kennedy,Baume-les-Dames,25110,1.88 €,0.76 €,1.94 €,1.88 €
25,LES RONDEYS,LE RUSSEY,25210,,,2.08 €,2.00 €
25,16 Avenue d'Helvétie,Montbéliard,25200,1.77 €,0.90 €,1.91 €,1.90 €
25,ZA LES CAVES,Gilley,25650,,,,2.00 €
25,Rue de la 5ème DB,Arcey,25750,1.83 €,1.00 €,,1.95 €
25,ROUTE DE LYON,BEURE,25720,1.93 €,,2.00 €,2.00 €
25,rue du maréchal de Lattre de Tassigny,Valdahon,25800,,,1.93 €,1.91 €
25,7 RUE DE PONTARLIER,SOCHAUX,25600,1.80 €,0.85 €,,1.93 €
25,1 ROUTE DE BELCHAMP,VALENTIGNEY,25700,1.94 €,,2.05 €,2.00 €
25,ZAC LES BELLES OUVRIERES,SAINT-VIT,25410,1.91 €,,2.10 €,1.94 €
25,1 Rue du Jura,MAICHE,25120,1.88 €,,,1.97 €
25,24 Rue Ernest Nicolas,BAUME-LES-DAMES,25110,1.86 €,0.88 €,,1.96 €
25,ROUTE DE BETHONCOURT,Montbéliard,25200,1.93 €,,2.04 €,1.96 €
25,ZA DE COMBE PARNETTE SUR RN83,LAVANS LES QUINGEY,25440,1.93 €,0.88 €,2.02 €,1.96 €
25,15 Rue de Beaulieu,MANDEURE,25350,,,1.96 €,1.94 €
25,ROUTE DU PRE DES COMBES,MORTEAU,25500,1.85 €,,,1.97 €
25,Rue des Fourches,VERCEL-VILLEDIEU-LE-CAMP,25530,,,2.00 €,1.98 €
25,CHÂTEAU FARINE,BESANCON,25000,1.89 €,0.88 €,2.00 €,1.99 €
25,33 GRANDE RUE,Pierrefontaine-les-Varans,25510,1.97 €,,2.14 €,2.03 €
25,19 Rue de Besançon,Saint-Vit,25410,1.91 €,,,1.94 €
25,LE PIED DES GOUTTES,MONTBéLIARD,25200,1.77 €,0.90 €,1.91 €,1.89 €
25,82 Rue du Général de Gaulle,Bart,25420,,,2.16 €,2.05 €
25,5 ROUTE VERNIER FONTAINE,VALDAHON,25800,1.79 €,,1.89 €,1.92 €
25,110 Rue de Dole,BESANçON,25000,1.90 €,0.85 €,,1.99 €
25,114 Grande Rue,Frasne,25560,2.00 €,,2.06 €,2.00 €
25,1 chemin Voie des Agasses,Chalezeule,25220,1.87 €,,2.04 €,1.94 €
25,RN 73,CHALEZEULE,25220,2.06 €,,2.10 €,2.03 €
25,ROUTE DE PONTARLIER,LEVIER,25270,,,1.94 €,1.91 €
25,Rue de la Cray,VOUJEAUCOURT,25420,,,2.16 €,2.05 €
25,940  Rue de Montbéliard,MATHAY,25700,1.80 €,1.00 €,,1.94 €
25,Route de Bonnay,DEVECEY,25870,,0.80 €,2.04 €,1.96 €
25,12 Rue de Mi-Cour,BAUME-LES-DAMES,25110,1.89 €,0.80 €,1.97 €,1.96 €
25,13 GRANDE RUE,AMANCEY,25330,,,2.11 €,2.05 €
25,1 RUE DES MERAILLIS,Les Fourgs,25300,,,,2.01 €
25,2 Rue de Besançon,Saint-Vit,25410,,,2.10 €,1.94 €
25,1 Rue Berthelot,BESANçON,25000,,,,1.93 €
25,4 Allée du Chêne,Audincourt,25400,1.77 €,,1.94 €,1.92 €
25,15 rue des colombieres,Gilley,25650,,,,2.05 €
25,7 Route de Rougemont,Autechaux,25110,2.12 €,0.80 €,2.16 €,2.07 €
25,6 Rue de Châtillon,ÉCOLE-VALENTIN,25480,1.84 €,0.74 €,2.04 €,1.92 €
25,28 Avenue du Général Leclerc,Seloncourt,25230,1.77 €,,1.91 €,1.92 €
25,1 Rue de la Fée Verte,Pontarlier,25300,,,,1.99 €
25,12 GRANDE RUE,VALDAHON,25800,1.76 €,,1.88 €,1.90 €
25,40 Rue de la Louhière,Morteau,25500,1.95 €,,2.06 €,2.01 €
