Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
74,4 BIS CHEMIN DES ALLUEGES,ANNECY,74000,1.90 €,,2.00 €,1.94 €
74,Route Nationale 206 THOLOMAZ,LOISIN,74140,1.80 €,0.74 €,1.90 €,1.95 €
74,Route Nationale 508,ÉPAGNY,74330,,,2.02 €,2.10 €
74,20 ROUTE DES CREUSES,CRAN GEVRIER,74960,1.92 €,,2.02 €,1.99 €
74,91 Avenue de Marlioz,PASSY,74190,1.91 €,0.87 €,2.00 €,1.96 €
74,4 Rue du Travail,ANNECY,74000,1.85 €,,1.97 €,1.96 €
74,210 rue de BERSAT,REIGNIER,74930,1.84 €,,1.95 €,1.94 €
74,61 rue des Grebes Huppés,Bonneville,74130,1.80 €,,1.00 €,1.97 €
74,ZI La Mandallaz,ÉPAGNY METZ-TESSY,74330,1.77 €,,1.88 €,1.91 €
74,AVENUE DE LA PLAINE,Annecy,74000,1.82 €,,1.94 €,1.91 €
74,17 AVENUE CHAMBERY,ANNECY,74000,1.92 €,,2.02 €,1.99 €
74,18 BD.DE LA ROCADE,ANNECY,74000,1.81 €,0.89 €,1.93 €,1.90 €
74,6 Route des Vallées,Annemasse,74100,1.74 €,,1.85 €,1.89 €
74,ROUTE NATIONALE 522,MEGEVE,74120,1.91 €,0.89 €,2.02 €,2.01 €
74, Route de Sallanches,DEMI-QUARTIER,74120,2.06 €,,2.17 €,2.04 €
74,66 ROUTE D'ETREMBIERES,ANNEMASSE,74100,1.90 €,,2.01 €,2.01 €
74,220 rue Charles baudalaires,Bonneville,74130,,,,
74,ROUTE DES GRANDES ALPES,Les Gets,74260,,,2.13 €,2.15 €
74,PLACE AVET,THONES,74230,,,,
74,Route Imperiale,SAINT-MARTIN-BELLEVUE,74370,1.85 €,,,1.98 €
74,1 Avenue du Mont-Blanc,Cluses,74300,1.98 €,0.93 €,2.06 €,2.02 €
74,9 AVENUE ANNA DE NOUAILLES,Évian-les-Bains,74500,,,2.07 €,2.00 €
74,3515 Avenue du Mont-Blanc,Saint-Pierre-en-Faucigny,74800,1.88 €,0.90 €,2.05 €,2.00 €
74,1 Avenue de la République,Cran-Gevrier,74960,1.81 €,,1.93 €,1.90 €
74,65 impasse des Champs,Amancy,74800,1.83 €,0.85 €,1.93 €,1.96 €
74,1365 ROUTE DE TANINGES,SAMOENS,74340,,,,2.05 €
74,930 AVENUE DE THONON,ALLINGES,74200,2.04 €,,2.15 €,2.08 €
74,240 IMPASSE DES CONTAMINES,PERS JUSSY,74930,1.89 €,,2.00 €,1.99 €
74,271 ROUTE DE SALLANCHES,DEMI-QUARTIER,74120,2.08 €,,2.19 €,2.10 €
74,AIRE DE VALLEIRY SUD - AUTOROUTE A 40,Valleiry,74520,1.98 €,,2.06 €,2.03 €
74,363 Route d'Annecy,Cruseilles,74350,,,2.24 €,2.18 €
74,419 Route de la Vallée du Giffre,Fillinges,74250,,,2.17 €,2.05 €
74,140 rue guillaume fichet,GLIERES VAL DE BORNE,74130,,,2.25 €,2.26 €
74,ZAC des Crêts,Lugrin,74500,2.00 €,0.85 €,2.00 €,2.00 €
74,RN 205,Passy,74190,1.98 €,,2.06 €,2.03 €
74,1751 Avenue de Genève,SALLANCHES,74700,1.80 €,,1.89 €,1.91 €
74,27 Avenue de Genève,THONON LES BAINS,74200,,0.89 €,2.01 €,2.01 €
74,Lieu-dit Chef-Lieu la Chapelle-d'Abondance,Abondance,74360,,,2.30 €,2.21 €
74,rue des mouettes,ANNECY-LE-VIEUX,74940,,,2.09 €,2.00 €
74,Avenue Roosevelt,Rumilly,74150,,,1.83 €,1.88 €
74,Parc d'Activités de la Menoge,BONNE,74380,1.84 €,,1.95 €,1.94 €
74,RD 19 Lieu dit Les Bossons,Thyez,74300,1.91 €,,,1.97 €
74,81 Route de Thonon,PERRIGNIER,74550,,,,2.12 €
74,40  RUE DES CLUS,MARIGNIER,74970,1.80 €,0.73 €,1.89 €,1.94 €
74,ZA les Boucheroz RN 508,FAVERGES,74210,1.84 €,,,1.92 €
74,54 Avenue d'Évian,Thonon-les-Bains,74200,2.04 €,,2.14 €,2.10 €
74,Route de Genève,ALLONZIER-LA-CAILLE,74350,,,,2.10 €
74,A40 - KM79 - SENS MILAN MACON,VALLEIRY,74520,1.86 €,0.86 €,1.97 €,1.97 €
74,1930 Route de Bellegarde,SILLINGY,74330,1.96 €,,,2.02 €
74,ZI LES ESSERTS,DOUVAINE,74140,1.75 €,0.85 €,1.88 €,1.90 €
74,Avenue d'Aix-les-Bains,Seynod,74600,1.81 €,,1.92 €,1.97 €
74,382 Avenue de Thezières,TANINGES,74440,,,2.10 €,2.20 €
74,RN5 Route de Thonon,SCIEZ,74140,,,2.08 €,2.00 €
74,934 AV. DE GENEVE,SALLANCHES,74700,1.82 €,0.90 €,1.92 €,1.91 €
74,LES BLOSSONNIERS ROUTE DES VOIRONS,VEIGY-FONCENEX,74140,,,1.97 €,1.98 €
74,A41 AIRE DE LA RIPAILLE,SEYNOD,74600,1.89 €,0.90 €,2.00 €,1.97 €
74,61 AVENUE DE GENEVE,Thonon-les-Bains,74200,1.90 €,0.88 €,2.00 €,2.00 €
74,81 ROUTE DE THONON,ANNEMASSE,74100,1.90 €,0.89 €,2.01 €,2.01 €
74,94 Chemin des Vorges,La Chapelle-d'Abondance,74360,1.92 €,,,1.99 €
74,754 route d'albertville,SEVRIER,74320,,0.91 €,2.10 €,
