Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
74,45 ROUTE DE LA CAILLE,ALLONZIER LA CAILLE,74350,1.92 €,0.86 €,1.99 €,2.01 €
74,Route de Genève,Seyssel,74910,,,2.02 €,2.02 €
74,7 avenue des bocquies,Évian-les-Bains,74500,,,2.13 €,2.10 €
74,680 route d'Annecy,DOUSSARD,74210,,,,2.08 €
74,STATION TOTAL RN.203,Argonay,74370,1.90 €,,2.01 €,2.00 €
74,180 allée des Noyères,Magland,74300,1.85 €,0.75 €,1.98 €,1.93 €
74,LE PRE MAGNIN NORD,TANINGES,74440,1.86 €,,1.95 €,1.94 €
74,195 route de La Plagne,MORZINE,74110,,,2.30 €,2.22 €
74,ROUTE DE THONON,DOUVAINE,74140,,,1.99 €,2.00 €
74,ROUTE NATIONALE 205 - AUTOROUTE BLANCHE,LES HOUCHES,74310,1.91 €,0.89 €,2.02 €,2.01 €
74,956 Avenue des Alpages,Les Houches,74310,,,1.98 €,1.97 €
74,ROUTE DE LA SCIERIE,BONS-EN-CHABLAIS,74890,,,2.08 €,2.04 €
74,Route des Vignes,SAINT-JULIEN-EN-GENEVOIS,74160,1.82 €,0.85 €,2.03 €,1.99 €
74,705 Route de Chamonix,Cluses,74300,2.09 €,,2.21 €,2.05 €
74,516 Avenue de Genève,BONNEVILLE,74130,1.85 €,0.85 €,1.90 €,1.97 €
74,1215 Avenue de Miage,SAINT-GERVAIS-LES-BAINS,74170,,,2.19 €,2.15 €
74,224 route d'Annecy,Saint-Félix,74540,,,,2.08 €
74,637 AVENUE D'AIX LES BAINS,seynod,74600,,,,2.05 €
74,664 route des Grandes Alpes,LA CLUSAZ,74220,,,2.16 €,2.17 €
74,7 RUE AMEDEE DE FORAS,Thonon-les-Bains,74200,2.04 €,0.85 €,2.14 €,2.10 €
74,819 Avenue de la République,Cluses,74300,1.91 €,,2.02 €,2.01 €
74,5 Rue René Cassin,GAILLARD,74240,1.77 €,0.85 €,,1.90 €
74,Avenue d'Annecy,Thônes,74230,,,2.24 €,2.14 €
74,119 Chemin de la Zone Commerciale,Domancy,74700,1.86 €,,1.96 €,1.93 €
74,14 Rue de la Résistance,Annemasse,74100,1.85 €,,2.09 €,1.97 €
74,RTE DE GENEVE,MARGENCEL,74200,,,2.10 €,2.00 €
74,Route Blanche,CHAMONIX-MONT-BLANC,74400,,,,2.04 €
74,132 Route de Bonneville,Vétraz-Monthoux,74100,,,2.36 €,2.31 €
74,75 Route des Pontets,Sévrier,74320,,,2.05 €,2.00 €
74,Boulevard de l'Europe,RUMILLY,74150,1.84 €,,1.87 €,1.92 €
74,559 Route de Sallanches,COMBLOUX,74920,1.90 €,,2.01 €,2.00 €
74,LE VERNAY BRON,SAINT-JEAN-D'AULPS,74430,1.83 €,,1.93 €,1.96 €
74,134 avenue de geneve,ANNECY,74000,1.77 €,0.89 €,1.88 €,1.90 €
74,ROUTE DU FER A CHEVAL,Viuz-en-Sallaz,74250,1.95 €,,2.06 €,2.03 €
74,157 Route des Blaves,ALLINGES,74200,,0.85 €,,2.00 €
74, Avenue de la Libération,LA ROCHE-SUR-FORON,74800,,,,2.14 €
74,191 Rue Vallée Verte,Boëge,74420,,,2.15 €,2.05 €
74,60 Route des Creuses,CRAN-GEVRIER,74960,1.77 €,,1.88 €,1.92 €
74,Chemin de Morcy,THONON-LES-BAINS,74200,,,2.09 €,2.01 €
74,Route de Megève,Praz-sur-Arly,74120,2.00 €,,2.10 €,2.03 €
74,Aire de Pontchy Bonneville - A40,BONNEVILLE,74130,2.02 €,,2.14 €,2.08 €
74,Route Nationale 508,FAVERGES,74210,,,2.09 €,2.07 €
74,ROUTE DES VOIRONS,VEIGY-FONCENEX,74140,,,1.82 €,1.86 €
74,ROUTE DU TRAM,FRANGY,74270,,,2.00 €,1.97 €
74,A410 aire de Groisy,Groisy,74570,2.00 €,,2.08 €,2.02 €
74,2249 ROUTE DE LA BARLIETTE,ARACHES LA FRASSE,74300,,,2.36 €,2.33 €
74,AIRE DE FONTANELLES A 41,SEYNOD,74600,2.02 €,,2.10 €,2.01 €
74,17 rue des Teppes,VETRAZ-MONTHOUX,74100,1.95 €,,2.04 €,1.96 €
74,81 ROUTE DU PLOT,GROISY,74570,,,2.01 €,2.05 €
74,Le Boutier,VINZIER,74500,2.00 €,,2.10 €,2.00 €
74,34 RUE DE LA SAULNE,Thônes,74230,,,2.21 €,2.03 €
74,Lieu-dit Les Perrils,Les Villards-sur-Thônes,74230,1.99 €,,,2.00 €
74,AVENUE DES LACS,SCIONZIER,74950,1.97 €,,1.93 €,2.00 €
74,223 Route de la Clusaz,SAINT-JEAN-DE-SIXT,74450,2.08 €,,2.20 €,2.13 €
74,37 chemin des artisans,Valleiry,74520,1.90 €,,2.00 €,1.98 €
74,123 ROUTE DE MONTRENAZ,SAINT-JEOIRE,74490,1.86 €,,,1.95 €
74,530 Route d'Annecy,Menthon-Saint-Bernard,74290,,,2.04 €,2.07 €
74,913 AVENUE GEORGES CLEMENCEAU,CLUSES,74300,,,2.03 €,2.00 €
74,RD 1005,PUBLIER,74500,2.03 €,,2.13 €,2.09 €
74,80 ROUTE DE LA ROCHE,AMANCY,74800,,,2.20 €,2.08 €
74,rue Albert Hénon,VILLE LA GRAND,74100,1.74 €,,,1.89 €
74,ROUTE D'AIX LES BAINS N° 1463,Alby-sur-Chéran,74540,1.90 €,,2.01 €,2.00 €
74,50 chemin des Grands Chavannoux,VULBENS,74520,1.82 €,0.85 €,2.03 €,1.99 €
74,A410 aire des crêts blancs,Thorens-Glières,74570,1.99 €,,2.07 €,2.10 €
74,17 avenue des vallées,Thonon-les-Bains,74200,,,2.10 €,2.06 €
