Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
72,ZA LE TERTRE,Noyen-sur-Sarthe,72430,,,1.87 €,1.80 €,4785987.7366746,-10324.861539622
72,15 Rue Mohain,MAROLLES-LES-BRAULTS,72260,1.75 €,,1.86 €,1.81 €,4825400,31400
72,Avenue Georges Duhamel,Le Mans,72000,,0.80 €,1.81 €,1.80 €,4802762.387,18186.484
72,43 AVENUE DE TALHOUET,Le Lude,72800,1.99 €,,2.10 €,2.04 €,4764700,14600
72,La Grange  Route de Loué,Mareil-en-Champagne,72540,1.73 €,0.95 €,1.83 €,1.81 €,4798800,-16300
72,RUE ABBE LELIEVRE,FRESNAY-SUR-SARTHE,72130,1.71 €,,1.82 €,1.80 €,4828681,2218
72,162  AVENUE BOLLEE,LE MANS,72000,1.72 €,0.85 €,1.80 €,1.83 €,4799713,21796
72,AUTOROUTE A 81,Saint-Denis-d'Orques,72350,1.84 €,,1.95 €,1.89 €,4802300,-32400
72,ZA DU TERTRE,NOYEN-SUR-SARTHE,72430,,,,,4785728.05645,-10554.8709568
72,AUT A11 AIRE DE VILLAINES LA GONAIS,VILLAINES-LA-GONAIS,72400,1.99 €,,2.10 €,2.03 €,4812497.1,62215.2
72,3 rue du Perche,Saint-Cosme-en-Vairais,72110,1.79 €,,1.90 €,1.80 €,4827700,46100
72,ROUTE DU MANS,SAINT-RéMY-DE-SILLé,72140,1.72 €,,1.82 €,1.80 €,4818124.38775,-12340.4748948
72,43 AVENUE DU 8 MAI 1945,BONNETABLE,72110,1.71 €,,1.80 €,1.82 €,4817200,42000
72,AUT A11 AIRE DE LA FERTE BERNARD,Villaines-la-Gonais,72400,2.02 €,,2.13 €,2.07 €,4812496.4192082,62210.350597264
72,ZAC DE L'EPINE,Savigné-l'Évêque,72460,1.79 €,,1.89 €,1.87 €,4806200,27800
72,27  rue de la Libération,Loué,72540,,,2.13 €,1.88 €,4799300,-15400
72,2 AVENUE DU POIRIER ROUGE,La Chapelle-d'Aligné,72300,,,,1.93 €,4773190.6524016,-23805.428567193
72,LA MALADRERIE,La Chartre-sur-le-Loir,72340,1.69 €,,1.79 €,1.84 €,4774000,58300
72,AVENUE PIERRE BRULE,LA FERTé-BERNARD,72400,1.73 €,,1.82 €,1.81 €,4818200,66200
72,22 Avenue Nationale,ARNAGE,72230,1.84 €,0.80 €,2.00 €,1.90 €,4793400,18700
72,186 Avenue de la Libération,LE MANS,72000,1.71 €,,,1.76 €,4800200,18500
72,2 AV GENERAL DE GAULLE,ALLONNES,72700,1.71 €,0.82 €,1.81 €,1.80 €,4797327.7870149,15860.629408471
72,RUE HENRI DE NAVARRE,Beaumont-sur-Sarthe,72170,1.71 €,,1.81 €,1.79 €,4822900,12800
72,7 Rue Henri Dunant,La Flèche,72200,1.70 €,0.75 €,1.82 €,1.81 €,4770100,-5600
72,RN 157 - LE RELAIS DE LA LANDE,TRANGé,72650,1.83 €,,1.94 €,1.92 €,4802100,10800
72,284 Avenue Léon Bollée,Le Mans,72000,1.71 €,,1.80 €,1.78 €,4799740,22799
72,3 rue la croix beudet,Mayet,72360,,,2.32 €,2.20 €,4775700,27200
72,LE SOLEIL,ÉCOMMOY,72220,1.80 €,,1.91 €,1.93 €,4782100,28000
72,Route du Mans,LUCEAU,72500,1.73 €,,1.82 €,1.80 €,4770600,40600
72,129 RUE NATIONALE,BOULOIRE,72440,,,1.84 €,1.82 €,4797200,55600
72,LES SABLONNIERES,Bessé-sur-Braye,72310,,,1.84 €,1.82 €,4784200,75600
72,Route de la Flèche,SABLé-SUR-SARTHE,72300,1.78 €,,,1.79 €,4783052,-31316
72,AUT A 11 - AIRE DE PARCE OUEST,Parcé-sur-Sarthe,72300,2.07 €,,2.19 €,2.14 €,4780700,-16700
72,A11 - AIRE SARTHE SARGE LE MANS SUD,Sargé-lès-le-Mans,72190,1.80 €,0.89 €,1.91 €,1.91 €,4805508.6609731,25282.942866116
72,RN 23 - AERODROME,LE MANS,72100,1.71 €,0.85 €,1.81 €,1.84 €,4794832,19507
72,6 AVENUE DIVISION LECLERC,Saint-Germain-sur-Sarthe,72130,1.82 €,,1.93 €,1.92 €,4829900,9700
72,cc rue des erables,Sougé-le-Ganelon,72130,2.02 €,1.65 €,1.93 €,1.92 €,4831668.9973861,-2538.2150052979
72,ROUTE DE PARIS,Yvré-l'Évêque,72530,2.17 €,,2.28 €,2.01 €,4801191,27906
72,Grande Rue,SAVIGNé-L'ÉVêQUE,72460,,,1.90 €,2.13 €,4807600,29700
72,1 Rue Nationale,BOULOIRE,72440,1.97 €,,2.08 €,2.02 €,4797500,54600
72,45 RUE DU MANS,Maresché,72170,,,,1.97 €,4821848.0268999,13023.386375426
72,44 Rue de Bonnétable,LE MANS,72000,1.82 €,,1.93 €,1.96 €,4801766.91221,21886.2233456
72,A11-AIRE SARTHE SARGE LE MANS NORD,Sargé-lès-le-Mans,72190,,0.89 €,1.92 €,1.91 €,4805557.327,25581.709
72,Avenue Jean Monnet,SABLE-SOLESMES,72300,1.83 €,,1.94 €,1.87 €,4783500,-29800
72,Avenue de Verdun,LA FLèCHE,72200,1.81 €,0.84 €,,1.93 €,4770341.8165,-7934.04625794
