Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
55,2 Avenue Miribel,Verdun,55100,1.86 €,,1.94 €,1.90 €,4916800,538700
55,3 Rue de Verdun,GONDRECOURT-LE-CHâTEAU,55130,,,,,4851838,550427
55,Rue du Docteur Edmond Morelle,COMMERCY,55200,,,,,4875735,559035
55,28 Rue de Saint-Mihiel,Vigneulles-lès-Hattonchâtel,55210,1.84 €,,,1.87 €,4897600,570100
55,AUTOROUTE A4 AIRE DE VERDUN SAINT NICOLAS NORD,HAUDIOMONT,55160,1.91 €,,2.02 €,1.97 €,4912032.6,550839.83
55,6 RUE DU FORT,Saint-Mihiel,55300,1.83 €,0.86 €,1.94 €,1.90 €,4888800,554000
55,AUTOROUTE A4 AIRE DE VERDUN SAINT NICOLAS SUD,HAUDIOMONT,55160,1.91 €,,2.04 €,1.97 €,4911834.37,550846.34
55,4 IMPASSE DE LA VARENNE,Fains-Véel,55000,1.74 €,,1.88 €,1.85 €,4878700,514000
55,6 Rue du Général de Gaulle,Belleville-sur-Meuse,55430,1.77 €,,1.93 €,1.81 €,4916200,564900
55,AVENUE DE VERDUN,STENAY,55700,,,1.79 €,1.74 €,4948385.3119268,520339.75146027
55,Route de Longeville,SAVONNIèRES-DEVANT-BAR,55000,1.74 €,,1.88 €,1.87 €,4875400,517900
55,2 Route de Reims,FAINS-VéEL,55000,1.80 €,0.80 €,1.90 €,1.88 €,4879000,513700
55,Route d'Euville,COMMERCY,55200,1.81 €,,1.90 €,1.89 €,4876069,560211
55,30 Rue du 3ème RHC,ÉTAIN,55400,1.71 €,,1.80 €,1.80 €,4921700,564300
55,Place Maurice Genevoix,VERDUN,55100,1.76 €,,1.92 €,1.80 €,4916500,538000
55,32 RUE ERNEST BRADFER,Bar-le-Duc,55000,1.83 €,,,1.89 €,4876900,517200
55,Avenue de Metz,VERDUN,55100,1.85 €,,1.95 €,1.89 €,4914300,540900
55,1 rue Jean Moulin,Commercy,55200,1.74 €,0.80 €,1.81 €,1.81 €,4875600,558500
55,Lieu-dit le moulin Charlier,Dieue-sur-Meuse,55320,1.79 €,,1.92 €,1.82 €,4907700,544800
55,RUE DU DOCTEUR THIERRY,Saint-Mihiel,55300,,,1.89 €,1.86 €,4889000,555100
55,ZAC des cailloux,STENAY,55700,1.72 €,0.80 €,,1.74 €,4948300,520200
55,91 rue de Ligny,Velaines,55500,,0.83 €,,1.90 €,4869900,530600
55,ROUTE DÉPARTEMENTALE 36D,PAGNY SUR MEUSE,55190,1.74 €,,1.86 €,1.82 €,4868600,572600
55,63 Rue Raymond Poincaré,VIGNEULLES-LèS-HATTONCHâTEL,55210,2.09 €,0.88 €,2.20 €,2.10 €,4898000,571300
55,10 Rue d'Abainville,Houdelaincourt,55130,,,1.97 €,1.94 €,4855000,548100
55,4 AV DU GENERAL DE GAULLE,VERDUN,55100,1.83 €,0.87 €,1.94 €,1.90 €,4916500,538000
55,6 rue des Gites,VAUCOULEURS,55140,1.79 €,,,1.83 €,4860362,566686
55,30 rue de la tresse,REVIGNY-SUR-ORNAIN,55800,1.69 €,,1.83 €,1.75 €,4882500,499300
55,Rue de la Ballastière,Ligny-en-Barrois,55500,,,1.87 €,1.80 €,4867700,532600
55,Avenue de la Grande Terre,BAR-LE-DUC,55000,1.77 €,0.79 €,1.88 €,1.87 €,4875700,519200
55,27 RUE DES ETATS UNIS,Ligny-en-Barrois,55500,1.83 €,,1.94 €,1.88 €,4868769,532119
55,RN 3,Clermont-en-Argonne,55120,1.78 €,,1.96 €,1.82 €,4910482.9792036,506845.36033295
55,15 rue de VERDUN,FRESNES EN WOEVRE,55160,1.89 €,,1.98 €,1.93 €,4910000,562400
55,106 Route Nationale,Lérouville,55200,,,,2.05 €,4879000,554900
55,Route de Bar le Duc,Chauvoncourt,55300,1.73 €,0.80 €,1.80 €,1.75 €,4890246,551499
55,Porte de Cheppy,Varennes-en-Argonne,55270,,,1.85 €,1.85 €,4922900,504200
55,11 Avenue de Verdun,Montmédy,55600,,,2.00 €,1.80 €,4951300,537500
