Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
64,AIRE DE LACQ AUDEJOS SUD,LACQ AUDEJOS SUD,64170,2.10 €,,2.23 €,2.15 €,4342142.6,-59899.6
64,AIRE DE LACQ AUDEJOS NORD,LACQ AUDEJOS NORD - ARTIX,64170,2.10 €,,2.23 €,2.15 €,4341874.7,-58448.3
64,2 Allée Antoine de Bourbon,IDRON,64320,,,2.02 €,2.04 €,4330200,-30900
64,AVENUE HENRI IV,Jurançon,64110,1.88 €,,1.99 €,1.97 €,4328000,-38800
64,2 Rue Saint-Jacques,BIDACHE,64520,,,,2.16 €,4348239,-114367
64,23 Avenue de la Gare,Coarraze,64800,2.16 €,,,2.14 €,4317699,-23820
64,CHEMIN DEPARTEMENTAL 533,OS MARSILLON,64150,,,2.15 €,2.00 €,4338565.4130567,-61129.551817699
64,RN 133,SAINT-JEAN-LE-VIEUX,64220,1.93 €,,2.02 €,1.99 €,4316500,-119500
64,21 Avenue Didier Daurat,LONS,64140,1.93 €,,2.03 €,1.99 €,4332964,-37975.7855867
64,26 - RN 618 AVENUE DE CHANTACO,Saint-Jean-de-Luz,64500,1.96 €,,,2.01 €,4338200,-164900
64,34 Avenue des Martyrs du Pont Long,Pau,64000,1.85 €,0.92 €,1.91 €,1.89 €,4333900,-38000
64,305/309 BD DE LA PAIX,PAU,64000,1.93 €,,2.04 €,1.99 €,4332251.327,-36798.0462579
64,14 Avenue Interne Jacques Loëb,BAYONNE,64100,2.00 €,,2.10 €,1.96 €,4348200,-148300
64,90 RTE DE BAYONNE,BILLERE,64140,1.93 €,,2.04 €,2.00 €,4330588.2255669,-40287.475687442
64,RD32 ROUTE D'ARZACQ,MAZEROLLES,64230,,,2.07 €,2.01 €,4343644.4,-46642.54
64,22 ROUTE DE TARBES,BIZANOS,64320,1.81 €,,1.92 €,1.88 €,4330380.5476816,-32323.738530372
64,169 Boulevard de la Paix,PAU,64000,1.94 €,,2.04 €,1.94 €,4332000,-35100
64,90 avenue Henri de Navarre,BAYONNE,64100,1.81 €,,1.92 €,1.89 €,4350500,-144400
64,Chemin de Severou,Sauvagnon,64230,,,2.05 €,2.02 €,4340065.9318976,-36841.41133
64,3 boulevard des Pyrénées,Mauléon-Licharre,64130,1.99 €,,2.10 €,2.04 €,4322300,-88800
64,AVENUE CHARLES MOUREU,Oloron-Sainte-Marie,64400,1.96 €,0.90 €,2.07 €,2.00 €,4319072,-61765
64,Avenue de la Résistance,Monein,64360,2.22 €,,2.01 €,1.98 €,4333600,-58300
64,208 AV JEAN MERMOZ,PAU,64000,1.85 €,0.90 €,1.91 €,1.89 €,4331900,-37800
64,6 AVENUE LOUIS DE FOIX,BAYONNE,64100,1.81 €,0.89 €,1.93 €,1.89 €,4350489,-146719
64,AUTOROUTE A63 - AIRE DE BIDART EST,BIDART,64210,1.89 €,0.90 €,2.00 €,1.99 €,4342214,-159760
64,Route de Pau,Orthez,64300,1.86 €,0.79 €,2.04 €,1.95 €,4348000,-74800
64,-,TARDETS-SORHOLUS,64470,,,2.20 €,2.10 €,4312100,-86700
64,20 AVENUE MARECHAL JUIN,BAYONNE,64100,1.81 €,0.90 €,1.92 €,1.89 €,4349200,-145900
64,163 Av. Jean Mermoz,LONS,64140,1.93 €,0.93 €,,1.97 €,4331500,-37800
64,62 Avenue des Docteurs Foix,SALIES-DE-BéARN,64270,1.93 €,,2.04 €,1.99 €,4347500,-91300
64,Avenue du Pic du Midi,IGON,64800,,,2.25 €,2.15 €,4315700,-23000
64,CD 933,Ispoure,64220,2.00 €,,2.10 €,1.99 €,4316900,-122800
64,Avenue Georges Phesans,GARLIN,64330,,,2.13 €,2.02 €,4355700,-28400
64,ALLEE DE LA CROIX,URT,64240,,,2.13 €,2.00 €,4349396.204,-129340.512
64,Carrères du Dessus,SAUVETERRE-DE-BéARN,64390,1.97 €,,,1.97 €,4340100,-94800
64,Avenue Léon Guichené,HASPARREN,64240,,,2.16 €,2.11 €,4338500,-129700
64,17  allée Edmond Rostand,Cambo les bains,64250,,,2.00 €,1.95 €,4336195.0140658,-140378.86367707
64,AV DU JAI ALAI,Saint-Jean-Pied-de-Port,64220,,0.78 €,1.99 €,1.99 €,4316500,-123400
64,31 Rue du Capitaine Pellot,HENDAYE,64700,2.00 €,,,2.09 €,4334700,-176600
64, Rue du Bourguet,LARUNS,64440,1.98 €,,,2.00 €,4299129,-42454
64,Rue Gambetta,Amendeuix-Oneix,64120,1.96 €,,2.02 €,1.96 €,4332722.4350858,-103345.85189475
64,1 Avenue du Général Leclerc,Pau,64000,1.81 €,,1.92 €,1.88 €,4330477.2276464,-32975.31411201
64,3 RUE PRINCIPALE,POEY-DE-LESCAR,64230,,,2.02 €,2.05 €,4335094.52,-46981.4
64,78 Route de Bayonne,Billère,64140,1.86 €,0.85 €,2.00 €,1.95 €,4330400,-40000
64,Avenue de Lahanchipia,Saint-Jean-de-Luz,64500,1.83 €,,2.00 €,1.92 €,4340100,-163300
64,22 Rue de la Bastide,MORLAàS,64160,1.97 €,0.76 €,2.06 €,1.98 €,4335100,-26300
64,123 rue d'Ossau,GAN,64290,1.94 €,0.81 €,1.99 €,1.94 €,4321800,-38400
64,Place de l'Espagnolette,Navarrenx,64190,,,2.30 €,2.01 €,4331963,-75524.999999999
64,Route de Cambo,Hasparren,64240,,,1.93 €,1.91 €,4338500,-131300
64,65 Rue des Oustalots prolongés,Oloron-Sainte-Marie,64400,1.85 €,,,1.93 €,4318100,-61500
64,506 CHEMIN ARKIA,USTARITZ,64480,,,,2.09 €,4342300,-146500
64,14 Rue ALEXANDRO VOLTA,Montardon,64121,1.84 €,,1.93 €,1.88 €,4336100,-43300
64, Rue des Pelhans,LEMBEYE,64350,,,2.20 €,2.00 €,4345037,-10814
64,RD 33,Pardies,64150,1.93 €,0.89 €,2.04 €,2.00 €,4336700,-58100
64,Rond-point de la Négresse,BIARRITZ,64200,1.92 €,,2.02 €,1.94 €,4346000,-154800
64,Zone d'Iraty,Biarritz,64200,1.85 €,,1.95 €,1.92 €,4346400,-153900
64,PLACE DU CHÂTEAU,Saint-Pée-sur-Nivelle,64310,1.90 €,,,1.91 €,4335200,-155000
64,Rond-Point Grand-Basque,BAYONNE,64100,1.92 €,0.85 €,2.06 €,2.00 €,4349169.9414,-145279.168155
64,ROUTE DE SAINT JEAN PIED DE PORT,Saint-Étienne-de-Baïgorry,64430,,,2.02 €,1.95 €,4318277.823,-133534.068
64,AUTOROUTE A63 - AIRE DE BIDART OUEST,BIDART,64210,1.91 €,0.90 €,2.02 €,1.97 €,4342244,-159844
64,1 RTE DE BAYONNE,ORTHEZ,64300,2.01 €,,2.12 €,2.04 €,4348971.359,-78649.351
64,ZAC DE TTARGA,Aïcirits-Camou-Suhast,64120,1.96 €,0.78 €,,1.92 €,4333249.85,-101614.24
64,Avenue de la Gare,COARRAZE,64800,1.92 €,,2.15 €,1.96 €,4317490,-23574
64,ROUTE DE GARRIS,Amendeuix-Oneix,64120,1.91 €,,2.02 €,1.96 €,4333100,-103900
64,123 avenue henri de navarre,Bayonne,64100,,0.88 €,,2.01 €,4351200,-144000
64,419 Route de Bayonne,Orthez,64300,1.85 €,0.71 €,1.94 €,1.95 €,4348957.4973062,-79748.596889616
64,ZAC PYRENEES EST BEARN,NOUSTY,64420,1.82 €,0.85 €,1.95 €,1.89 €,4326500,-18400
64,107  Avenue de Jalday,SAINT-JEAN-DE-LUZ,64500,1.83 €,,2.00 €,1.92 €,4340300,-162700
64,Avenue d'Euskual-Herria,Chéraute,64130,1.85 €,0.88 €,2.27 €,1.93 €,4323033.1413191,-87387.499106774
64,1 BIS RUE DU PALOUMET,ANGLET,64600,,0.88 €,,1.88 €,4349200,-153300
64,22 Chemin d'Arancette,Bayonne,64100,,,1.95 €,1.92 €,4348300,-148800
64,Rue Baratnau,Morlaàs,64160,1.89 €,,2.00 €,1.95 €,4334600,-25500
64,Boulevard du B.A.B.,Anglet,64600,1.77 €,0.79 €,1.86 €,1.84 €,4348600,-150100
64,Boulevard du B.A.B.BP 423,Anglet,64600,1.79 €,,,1.85 €,4349346,-151826
64,RELAIS DES HIRONDELLES,SAINT-PIERRE-D'IRUBE,64990,1.94 €,,2.05 €,2.01 €,4347752.1201174,-145671.968832
64,route de Samadet,ARZACQARRAZIGUET,64410,,,1.99 €,1.99 €,4353600,-41000
64,Chemin Churrieta,URCUIT,64990,1.92 €,,2.05 €,1.98 €,4348700,-135800
64,route de bayonne,LESCAR,64230,1.94 €,0.85 €,1.98 €,1.92 €,4331800,-42400
64,Quartier Gahardou Sud,Ossès,64780,,,2.00 €,1.95 €,4323438.51,-129658.32
64,ROUTE DE CAME,BIDACHE,64520,1.86 €,,,1.93 €,4348409,-113843
64,80  AVENUE DE LA MARNE,BIARRITZ,64200,1.96 €,0.89 €,2.07 €,2.04 €,4348153,-154269
64,RUE DE LA PATTE D'OIE,Artix,64170,,,2.00 €,1.96 €,4339800,-57100
64,77 Avenue de bayonne,Anglet,64600,1.79 €,,1.95 €,1.85 €,4348400,-150100
64,Route d'Orthez,Salies-de-Béarn,64270,,,1.99 €,1.94 €,4347492,-91425.000000002
64,Route d'Elizaberri,Hasparren,64240,,,2.04 €,1.90 €,4338400,-130500
64,AU BOURG RN 117,PUYOO,64270,,,,,4352500,-91300
64,AV. DE GRAMMONT,Biarritz,64200,1.99 €,,2.09 €,2.11 €,4347500,-155300
64,ROUTE NATIONALE 10,Bidart,64210,1.83 €,0.85 €,2.00 €,1.92 €,4344745,-157436
64,RN134 18 AV HENRI 4,JURANCON,64110,1.83 €,0.90 €,1.92 €,1.90 €,4328600,-38300
64,QUARTIER MOUILIA,ARAMITS,64570,1.85 €,,1.96 €,1.93 €,4312200,-72700
64,PARC D'ACTIVITE CLEMENT ADER,BORDES,64510,,,1.97 €,1.95 €,4324900,-27900
64,20 Avenue Jean Mermoz,PAU,64000,2.03 €,0.98 €,2.08 €,2.05 €,4330700,-37600
64,AUTOROUTE A64 AIRE DE PYRÉNÉES - AIRE DES PYRÉNÉES,GER,64530,1.91 €,0.89 €,2.02 €,1.96 €,4323019,-7925
64,ROUTE DEPARTEMENTALE 936,Susmiou,64190,1.85 €,0.85 €,1.95 €,1.90 €,4331906,-77120
64,35 Route Départementale 817,LACQ,64170,,,,2.00 €,4340200,-58700
64,174 ZA de la Plaine des Bois,BIRON,64300,,,,,4346400,-74100
64,RN 10,Urrugne,64122,1.83 €,,2.00 €,1.92 €,4337500,-167900
64,36  Boulevard des Pyrénées,Mauléon-Licharre,64130,,,1.96 €,1.97 €,4322600,-88500
64,Route de CAMBO,LARRESSORE,64480,2.04 €,,2.14 €,2.07 €,4337200,-143500
64,Rue de Fabrèges ZAC du pont long,Serres-Castet,64121,1.87 €,,1.96 €,1.91 €,4337600,-38000
64,Avenue Aristide Briand,Louvie-Juzon,64260,1.94 €,,1.99 €,1.94 €,4309800,-41600
64,ZA DE N'HAUX,Arthez-de-Béarn,64370,,,2.15 €,1.99 €,4347600,-61300
64,Chemin Cam Marty,IDRON,64320,1.86 €,,1.95 €,1.92 €,4329500,-32200
64,Avenue Alexandre Fleming,OLORON-SAINTE-MARIE,64400,1.85 €,0.80 €,,1.93 €,4319735.94487,-61713.9056977
64,RN 10,SAINT-JEAN-DE-LUZ,64500,,,,2.01 €,4339172,-165483
64,Avenue Charles Moureu,Mourenx,64150,1.92 €,,,1.96 €,4337400,-62300
64,ZA DE L'ESCLAUZE,SAULT DE NAVAILLES,64300,,,2.10 €,1.97 €,4355100,-67300
64,3 rue principale,POEY DE LESCAR,64230,,,2.10 €,2.00 €,4334732.07728,-47633.1886047
64,ZA Le Pey,PONTACQ,64530,1.86 €,,1.96 €,1.92 €,4318600,-11500
64,LE BOURG,Accous,64490,,,2.21 €,1.98 €,4297400,-60100
64,RD 918 ZAC de Lizardia II - Quartier Ibarron,SAINT-PEE-SUR-NIVELLE,64310,1.90 €,0.85 €,1.93 €,1.91 €,4335900,-157500
64,132 Rue des Pyrénées,Bénéjacq,64800,1.94 €,,2.00 €,1.97 €,4318600,-24000
64,22 rue du Parc National,ARUDY,64260,,,2.00 €,2.00 €,4310900,-43200
64,ZA Errobi,ITXASSOU,64250,1.84 €,,1.95 €,1.90 €,4333800,-140500
64,Avenue du Général de Gaulle,Mazères-Lezons,64110,1.92 €,,1.99 €,1.94 €,4327923.190896,-36099.767201763
64, Avenue Louis Sallenave,PAU,64000,1.89 €,,1.98 €,1.94 €,4332001,-36039
64,CD 932,Ustaritz,64480,,,1.95 €,1.90 €,4339300,-145700
