Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
13,Avenue Georges Pompidou,Fos-sur-Mer,13270,1.84 €,1.05 €,1.90 €,1.68 €,4346495.2910717,494067.07421088
13,PLAN DE CAMPAGNE,CABRIES,13480,1.80 €,,1.87 €,1.64 €,4341711,535583
13,DEVIATION RN 568 OUEST,Fos-sur-Mer,13270,1.83 €,,1.91 €,1.66 €,4344100,494000
13,89 AVENUE DE LA LIBERATION,Plan-de-Cuques,13380,1.83 €,1.11 €,1.91 €,1.68 €,4334118.2237557,545678.93256464
13,RN 113,LES PENNES MIRABEAU,13170,1.87 €,1.13 €,1.97 €,1.70 €,4341113.9115325,530965.98881207
13, Avenue de Brédasque,AIX-EN-PROVENCE,13090,1.87 €,,2.00 €,1.71 €,4353556,541340
13,Avenue Henri Wallon,BERRE L'ETANG,13130,1.86 €,1.17 €,,1.69 €,4348400,518100
13,route d'avignon,TARASCON,13150,1.81 €,,1.94 €,1.66 €,4381100,466600
13,17 AVENUE DU 8 MAI 1945,MARIGNANE,13700,1.81 €,,1.92 €,1.65 €,4341459,522304
13,ROUTE DE LAVERA,MARTIGUES,13500,1.93 €,,1.99 €,1.77 €,4339900,504100
13,Chemin des Matelots,LA DESTROUSSE,13112,1.81 €,,1.85 €,1.66 €,4339000,559600
13,ZAC de la Fourchon,ARLES,13200,1.82 €,,1.94 €,1.68 €,4366751.19789,463468.013303
13,Chemin du Loup,TRETS,13530,1.93 €,,2.01 €,1.75 €,4344900,568600
13,Route de la Sablière,Marseille,13011,1.86 €,1.08 €,1.94 €,1.69 €,4329500,548000
13,ZAC DE LA LAUVE,SAINT-VICTORET,13730,1.90 €,,2.00 €,1.72 €,4341763.95233,523355.234064
13,AVENUE DE HAMBOURG,MARSEILLE,13008,1.80 €,,1.88 €,1.64 €,4324900,539100
13,Avenue Julien Olive Canto-Perdrix,MARTIGUES,13500,1.78 €,,1.86 €,1.64 €,4341800,505300
13,26 avenue d'Arles,Saintes Maries de la Mer,13460,,,1.95 €,1.70 €,4345500,442800
13,Route de Saint-Rémy,Tarascon,13150,1.81 €,1.05 €,,1.65 €,4379500,469300
13,ROUTE DE FOS SUR MER,ISTRES,13800,1.85 €,,1.93 €,1.69 €,4349800,497900
13,Avenue William Booth,MARSEILLE,13012,1.90 €,,1.99 €,1.76 €,4329505,544450
13,22 Avenue Félix GOUIN,ISTRES,13800,,,1.99 €,1.75 €,4350100,498700
13,ZA DU CABRAU,Saint-Martin-de-Crau,13310,1.83 €,1.05 €,,1.69 €,4363400,480000
13,Route de gemenos,AUBAGNE,13783,1.81 €,,1.85 €,1.65 €,4329252.7999805,559328.34572196
13,AIRE DE REBUTY A55,GIGNAC-LA-NERTHE,13180,2.07 €,1.20 €,2.19 €,1.89 €,4339229.5526141,525694.21627957
13,59 Avenue de Saint-Just,Marseille,13013,1.95 €,1.15 €,2.05 €,1.77 €,4331700,540400
13,QUARTIER BOURGEAC,PARADOU,13520,,,1.99 €,1.80 €,4372300,479700
13,1 Avenue de Château-Gombert - angle notre dame de la consolation,MARSEILLE,13013,1.93 €,1.16 €,2.03 €,1.75 €,4334023.61168,542064.429815
13,Avenue Jean Monnet,LAMBESC,13410,1.88 €,1.06 €,2.08 €,1.71 €,4364862,525565
13,131 route des Camoins,Marseille,13011,1.85 €,1.15 €,1.90 €,1.66 €,4329902.1858551,550003.10795341
13,32 avenue des Logissons,VENELLES,13770,1.78 €,,1.85 €,1.64 €,4358234.5003066,547268.36758479
13,26 CHEMIN DE STE MARTHE,MARSEILLE,13014,1.95 €,1.15 €,2.05 €,1.77 €,4331865.8,539047.3
13,Chemin Roudiers,Eyguières,13430,1.84 €,1.05 €,1.93 €,1.68 €,4368780,503819
13,Chemin Saint Pierre,Marignane,13700,1.82 €,,1.91 €,1.64 €,4341200,520700
13,chemin du puits de brunet,LA CIOTAT,13600,1.84 €,,1.93 €,1.67 €,4318800,560200
13,AVENUE FREDERIC MISTRAL,MARSEILLE,13013,1.81 €,,,1.67 €,4332400,545400
13,N°11 Impasse de la 1er DFL ZAC de la Gare,Saint-Rémy-de-Provence,13210,1.82 €,,1.90 €,1.67 €,4379300,482700
13,CHEMIN DU ROY D'ESPAGNE,MARSEILLE,13009,1.80 €,1.04 €,1.86 €,1.62 €,4323300,540100
13,RN 568,CHATEAUNEUF-LES-MARTIGUES,13220,1.84 €,,1.91 €,1.65 €,4339400,513500
