Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,
07,RN 102,Lavilledieu,07170,2.06 €,0.81 €,,2.00 €,
07,45 avenue de provence,CHARMES-SUR-RHôNE,07800,1.91 €,,2.02 €,2.01 €,
07,2 ROUTE DE L'ESCRINET,ST PRIVAT,07200,,,2.21 €,2.11 €,
07,ZAC LA ROTONDE,Le Teil,07400,1.86 €,0.85 €,1.90 €,1.93 €,
07,Domaine de la Garode,Vernoux-en-Vivarais,07240,,,,2.00 €,
07,ZI La Sumène,LAMASTRE,07270,1.92 €,,,2.00 €,
07,Chemin de Saint-Vincent,Tournon-sur-Rhône,07300,1.86 €,,,1.91 €,
07,Quartier de la gare,Lalevade-d'ardèche,07380,,,2.15 €,2.08 €,
07,Rue Mathieu Duret,Annonay,07100,,,1.94 €,1.97 €,
07,105 ROUTE DE L EYRIEUX,ST SAUVEUR DE MONTAGUT,07190,,,,2.05 €,
07,9 ALLEE DES CEDRES,LA VOULTE SUR RHONE,07800,,,2.02 €,1.99 €,
07,ZI de la Lombardière,Davézieux,07430,1.98 €,,2.07 €,2.09 €,
07,Rue de Montélimar,Saint-Didier-sous-Aubenas,07200,1.94 €,0.90 €,,2.02 €,
07,RD 86 - LIEUDIT LES COTES,Saint-Georges-les-Bains,07800,2.08 €,,2.11 €,2.09 €,
07,QUARTIER PLANZOLLES RN86,Viviers,07220,1.91 €,0.81 €,2.00 €,1.99 €,
07,635 ROUTE D'AUBENAS,VEYRAS,07000,1.90 €,,,2.00 €,
07,CHAMP DU SOULIER,Pradons,07120,1.90 €,,2.01 €,2.01 €,
07,Boulevard de Paste,PRIVAS,07000,1.93 €,,,1.99 €,
07,785 quartier de la gare,Vogüé,07200,,,,2.10 €,
07,Allée de Vals,LALEVADE-D'ARDèCHE,07380,1.87 €,0.85 €,2.04 €,1.95 €,
07,56 Avenue de Bellande,Aubenas,07200,,0.87 €,2.04 €,2.01 €,
07,Chemin des Basses Freydières,Soyons,07130,1.89 €,0.81 €,2.00 €,1.93 €,
07,ZI JEAN JAURES - 70  RUE LOUIS PASTEUR,LA VOULTE-SUR-RHôNE,07800,,,2.00 €,1.97 €,
07,505 ROUTE DE BOURG ST ANDEOL,Saint-Just-d'Ardèche,07700,2.00 €,,,2.00 €,
07,La Plaine,Salavas,07150,,,,2.09 €,
07,102 avenue du Colonel ROUSSET,CORNAS,07130,,,2.08 €,2.02 €,
07,145 Route d'Aubenas,Vogüé,07200,,,2.12 €,2.04 €,
07,QUARTIER LANSAS,VILLENEUVE DE BERG,07170,1.86 €,0.81 €,1.90 €,1.95 €,
07,RN 102,Saint-Jean-le-Centenier,07580,2.06 €,,2.24 €,2.00 €,
07,Centre Commercial La Clairette,LES VANS,07140,,,1.97 €,2.00 €,
07,13 AVENUE RHIN ET DANUBE,ANNONAY,07100,,0.99 €,,2.03 €,
07,Route de Vallon Pont d'Arc,RUOMS,07120,1.95 €,0.91 €,2.09 €,1.94 €,
07,RD86 SORTIE SUD,Le Pouzin,07250,,,,2.05 €,
07,RTE DE VALS,AUBENAS,07200,1.85 €,0.87 €,1.97 €,1.91 €,
07,chem Pra,Le Cheylard,07160,1.99 €,,2.03 €,2.03 €,
07,1449 Avenue de la République,Guilherand-Granges,07500,1.89 €,,2.03 €,1.93 €,
07,Les Beaumes,JOYEUSE,07260,,,1.91 €,1.95 €,
07,LE MAS OUEST - RTE DE LYON,Davézieux,07430,1.80 €,0.89 €,,1.97 €,
07,RUE HELENE DE TOURNON,TOURNON-SUR-RHôNE,07300,1.90 €,,2.02 €,1.97 €,
07,AVENUE GROSS-UMSTADT,Saint-Péray,07130,2.00 €,,2.09 €,2.02 €,
07,Avenue Marechal Leclerc,Bourg-Saint-Andéol,07700,1.80 €,0.85 €,1.88 €,1.93 €,
07,27 RUE CHARLES FOROT,Saint-Félicien,07410,,,2.18 €,2.06 €,
07,Barnas Haut,Barnas,07330,1.99 €,,2.10 €,2.05 €,
07,Route d'Annonay,Satillieu,07290,,,,1.93 €,
07,quartier de la gare,Grospierres,07120,,,,2.07 €,
07,Route de Montélimar,AUBENAS,07200,1.98 €,,2.07 €,2.00 €,
07,La Clef du Sac,ALISSAS,07210,1.83 €,0.81 €,1.94 €,1.93 €,
07,6 Chemin de la Gare,SAINT-JEAN-DE-MUZOLS,07300,1.80 €,0.85 €,1.91 €,1.89 €,
07,37 ROUTE D'AUBENAS - LA PRADE,Vesseaux,07200,,,,2.02 €,
07,Route de Lyon,DAVéZIEUX,07430,1.80 €,,1.94 €,1.97 €,
07,rond point,VILLENEUVE-DE-BERG,07170,1.90 €,,2.01 €,2.01 €,
07,55 Avenue de l'Europe,ANNONAY,07100,1.80 €,0.84 €,,1.97 €,
07,881 Boulevard de la Roche Noire,ROCHEMAURE,07400,1.87 €,,2.07 €,1.99 €,
07,LA REMISE,FéLINES,07340,1.90 €,,2.01 €,2.00 €,
08,RD 8051,FUMAY,08170,null,null,null,null,
08, Avenue de la Paix,MOUZON,08210,,,2.13 €,2.10 €,
08,Chestres,Vouziers,08400,1.97 €,,2.07 €,1.98 €,
08,45 Avenue de la Marne,Sedan,08200,1.90 €,0.89 €,2.03 €,1.93 €,
08,RN 43 LE PORT LEROY,Cliron,08090,2.01 €,,2.10 €,2.00 €,
08,RTE DE LAFRANCHEVILLE,Charleville-Mézières,08000,1.98 €,0.87 €,2.09 €,2.06 €,
08,AUTOROUTE A34 - AIRE DES ARDENNES - WOINIC,Saulces-Monclin,08270,1.91 €,0.86 €,2.02 €,1.98 €,
08,17 Avenue Charles de Gaulle,Charleville-Mézières,08000,1.99 €,,2.07 €,2.05 €,
08,Rue André Compain,Monthermé,08800,1.96 €,,,2.03 €,
08,70 Rue Chantereine,ASFELD,08190,1.97 €,,2.08 €,2.03 €,
08,Station Service Ste Anne RN51,FUMAY,08170,2.18 €,,,2.07 €,
08,8 AVENUE DE LA MARNE,SEDAN,08200,1.90 €,,2.03 €,1.93 €,
08,Avenue de la Dernière Cartouche,Bazeilles,08140,1.97 €,,2.14 €,2.00 €,
08,4 RUE DE MONTPELLIER,RETHEL,08300,1.89 €,0.88 €,2.03 €,1.95 €,
08,ROUTE NATIONALE 51,HIERGES,08320,2.10 €,1.15 €,,1.92 €,
08,RUE PASTEUR,RIMOGNE,08150,,0.81 €,2.08 €,1.99 €,
08,140 Avenue Roger Posty,VIREUX-MOLHAIN,08320,1.85 €,,1.95 €,1.94 €,
08,rue des evignes,FUMAY,08170,,,2.08 €,2.00 €,
08,3 Rue Saint-Charles,Attigny,08130,,0.85 €,,2.10 €,
08,13 Avenue Danton,REVIN,08500,1.97 €,,,2.00 €,
08,12 RUE PIERRE VIENOT,VRIGNE-AUX-BOIS,08330,,,2.13 €,2.10 €,
08,14 Avenue Pasteur,Sedan,08200,1.90 €,0.87 €,2.09 €,1.96 €,
08,37 Rue de la Sommevue,Château-Porcien,08360,,,2.29 €,2.00 €,
08,5 ROUTE DE CHARLEVILLE,Attigny,08130,1.99 €,,2.11 €,2.09 €,
08,42 Avenue des Martyrs-de-la-Résistance,Charleville-Mézières,08000,1.95 €,,2.05 €,1.97 €,
08,29 QUAI DU FORT DE ROME,Givet,08600,,,,2.06 €,
08,rue de l'industrie,Les Hautes-Rivières,08800,,,2.31 €,2.22 €,
08,83 Rue Alfred Doury,Juniville,08310,,,,2.09 €,
08,63 Avenue Blanqui,BOGNY-SUR-MEUSE,08120,1.94 €,0.88 €,2.00 €,1.97 €,
08,Rue Parmentier,NOUZONVILLE,08700,,,2.02 €,1.98 €,
08,69 Rue de Monthermé,Charleville-Mézières,08000,1.90 €,,2.00 €,2.00 €,
08,32 GRANDE RUE,POIX-TERRON,08430,,,2.25 €,2.12 €,
08,1 Rue Chantereine,Asfeld,08190,,,2.10 €,2.00 €,
08, Route de Beauraing,GIVET,08600,1.89 €,0.85 €,1.96 €,1.95 €,
08,Route de Sedan - ZI des AYVELLES,Villers-Semeuse,08000,1.96 €,,2.07 €,2.03 €,
08,Avenue Martyrs de la Résistance,Renwez,08150,2.00 €,,2.08 €,1.98 €,
08,24 Rue de Reims,SAULT-LèS-RETHEL,08300,1.89 €,0.88 €,2.03 €,1.95 €,
08,ZAC DE Wé - 2 avenue de l'Europe,CARIGNAN - Wé,08110,1.86 €,0.85 €,1.96 €,1.99 €,
08,Rue Verte,VOUZIERS,08400,,,2.09 €,1.97 €,
08, Rue Arthur Rimbaud,AMAGNE,08300,2.17 €,,2.28 €,2.17 €,
08,Rue Cadeau,SEDAN,08200,1.91 €,,2.03 €,1.94 €,
08,Route de la Petite Chapelle,ROCROI,08230,,,2.09 €,2.00 €,
08,ROUTE DE BOGNY,MONTHERMé,08800,,,1.98 €,1.96 €,
08,route nationale,Blagny,08110,,,2.18 €,2.04 €,
08,Rue Georges Clemenceau,DONCHERY,08350,,,2.07 €,2.00 €,
08,115 rue Bournizet,VOUZIERS,08400,1.90 €,0.87 €,2.09 €,1.96 €,
08,1 rue Paulin Richier,CHARLEVILLE-MéZIèRES,08000,1.90 €,0.87 €,2.00 €,1.97 €,
08,197 Avenue Carnot,Charleville-Mézières,08000,1.90 €,,2.00 €,1.97 €,
08,RN43 Lieu dit Le Pré Meumon,Maubert-Fontaine,08260,2.00 €,0.85 €,2.09 €,1.97 €,
09,54 Avenue Victor Pilhes,TARASCON-SUR-ARIèGE,09400,,,2.23 €,2.19 €,
09,AVENUE DE LASTENET,BELESTA,09300,null,null,null,null,
09, Avenue Gabriel Faure,MIREPOIX,09500,,,2.15 €,2.05 €,
09,ZA N20 ALLEE DU BOIS DES ESQUERS,PERLES ET CASTELET,09110,1.90 €,,1.97 €,2.00 €,
09,CARREFOUR DE LESTANG,PAMIERS,09100,1.95 €,0.87 €,,2.00 €,
09,HAMEAUX DE ROQUEMAUREL,OUST,09140,1.90 €,0.87 €,2.01 €,2.00 €,
09,LIEU DIT LE RAUNIER,MAZERES,09270,,,2.12 €,2.03 €,
09,6 Avenue de Foix,PAMIERS,09100,1.89 €,,2.00 €,1.99 €,
09,ROUTE DE DAUMAZAN,Les Bordes-sur-Arize,09350,,,1.90 €,1.96 €,
09,RUE DU 8 MAI 1945,LAVELANET,09300,,,2.05 €,1.96 €,
09,Avenue de Lavelanet,Bélesta,09300,1.80 €,,2.12 €,1.94 €,
09,rue des Bruilhols,Foix,09000,2.00 €,,2.12 €,2.05 €,
09,Route d'Espagne,FOIX,09000,1.88 €,1.10 €,1.95 €,1.98 €,
09,La Sinsole,LEZAT SUR LEZE,09210,,,2.06 €,2.00 €,
09,17 Avenue du 8 Mai 1945,Laroque-d'Olmes,09600,,0.94 €,2.06 €,1.95 €,
09,parc commercial de Saint Martin de Peyrelade,Saverdun,09700,1.98 €,0.85 €,2.00 €,1.96 €,
09,5 avenue de la Résistance,Saint-Girons,09200,2.00 €,,2.10 €,2.00 €,
09,Le Pont du Baup,SAINT-LIZIER,09190,1.83 €,0.85 €,2.04 €,1.95 €,
09,Route de Quié,Tarascon-sur-Ariège,09400,1.88 €,1.10 €,2.10 €,2.00 €,
09,60 ROUTE DE TOULOUSE,Saint-Lizier,09190,,0.96 €,,2.00 €,
09,Avenue du 11 Novembre 1918,Laroque-d'Olmes,09600,1.80 €,0.85 €,2.06 €,1.95 €,
09,46 route de Foix,LE FOSSAT,09130,,,2.10 €,2.03 €,
09,RN 20,SAVIGNAC-LES-ORMEAUX,09110,1.91 €,,,2.02 €,
09,La Cavalerie,PAMIERS,09100,1.80 €,,1.97 €,1.94 €,
09,Route de Mirepoix,PAMIERS,09100,1.78 €,0.85 €,,1.89 €,
09,6 Rue de l'Eglise,VICDESSOS,09220,1.93 €,,2.10 €,1.98 €,
09,13 avenue CHARLES DE GAULLE,MIREPOIX,09500,1.84 €,0.89 €,1.99 €,1.93 €,
09,47 faubourg sainte croix,la bastide de serou,09240,1.93 €,,2.05 €,2.00 €,
09,247 AV CHARLES DE GAULLE,Mirepoix,09500,1.81 €,0.87 €,1.93 €,1.91 €,
09,ROUTE D'EYCHEIL,SAINT-GIRONS,09200,,0.85 €,2.06 €,2.00 €,
09,Route de FOIX,Lavelanet,09300,,,2.00 €,1.96 €,
09,Route d'Espagne,Foix,09000,1.86 €,,,2.00 €,
09,CONCESSIONNAIRE RENAULT -ROUTE D,FOIX,09000,1.94 €,0.87 €,2.05 €,2.00 €,
09,Avenue des Pyrénées,SAINT-JEAN-DU-FALGA,09100,1.78 €,0.92 €,1.89 €,1.89 €,
09,120 rue Clément Ader,VERNIOLLE,09340,1.78 €,,1.89 €,1.89 €,
90,37 FAUBOURG DE BELFORT,DELLE,90100,1.81 €,0.85 €,1.92 €,1.97 €,
90,AVENUE D'ALTKIRCH,BELFORT,90000,1.90 €,0.88 €,2.01 €,2.00 €,
90,CD 419,BESSONCOURT,90160,1.85 €,,1.90 €,1.96 €,
90,56  AVENUE DU GENERAL LECLERC,BELFORT,90000,1.85 €,,1.90 €,1.93 €,
90,37 Rue Alfred Péchin,Beaucourt,90500,,,2.10 €,2.06 €,
90,ZAC du Mont Jean  faubourg d' alsace,GIROMAGNY,90200,,,1.93 €,1.98 €,
90,57 Avenue d'Altkirch,Belfort,90000,,0.88 €,2.20 €,2.10 €,
90,Rue de la baume  RD83,MENONCOURT,90150,1.89 €,,2.00 €,1.98 €,
90,3 rue de Besançon,BELFORT,90000,1.84 €,0.86 €,1.90 €,1.93 €,
90,Rue Alfred Péchin,BEAUCOURT,90500,1.90 €,,2.00 €,1.97 €,
90,30  rue de Turenne,VALDOIE,90300,,,1.98 €,1.97 €,
90,62 faubourg de Belfort,Delle,90100,,,2.17 €,2.06 €,
90,72 Faubourg de Belfort,GIROMAGNY,90200,1.90 €,,2.01 €,2.00 €,
90,2 Rue de la Libération,Montreux-Château,90130,1.86 €,,,1.97 €,
90,4 Faubourg de Brisach,Belfort,90000,1.94 €,,2.03 €,2.09 €,
90,Rue de Belfort,BAVILLIERS,90800,null,null,null,null,
90,1 avenue du général de Gaulle,Belfort,90000,1.84 €,,1.90 €,1.93 €,
90,Route de montbéliard,ANDELNANS,90400,1.90 €,0.85 €,2.00 €,1.96 €,
90,21 Rue Aristide Briand,OFFEMONT,90300,1.85 €,,,1.96 €,
91,CHEMIN DEPARTEMENTAL 19,Le Plessis-Pâté,91220,2.00 €,,2.10 €,2.08 €,
91,RN7 RUE ALBERT REMY,Ris-Orangis,91130,1.91 €,0.88 €,2.04 €,1.93 €,
91,46 avenue du 8 mai 1945,CORBEIL ESSONNES,91100,1.87 €,,2.01 €,1.97 €,
91,180 ROUTE NATIONALE 7,ATHIS-MONS,91200,1.86 €,0.85 €,1.97 €,1.95 €,
91,Boulevard des coquibus,Évry,91000,1.86 €,,1.99 €,1.92 €,
91,Route de Fleury,Viry-Châtillon,91170,1.91 €,,2.03 €,1.97 €,
91,5 Avenue Henri Barbusse,VIGNEUX-SUR-SEINE,91270,1.88 €,,1.99 €,1.96 €,
91,RUE DE SAVIGNY,Morangis,91420,,,2.23 €,2.14 €,
91,8 avenue d'Orléans,ETRéCHY,91580,1.96 €,,2.13 €,1.97 €,
91,BOULEVARD DES COQUIBUS,EVRY,91000,1.86 €,,1.99 €,1.92 €,
91,1 rue du pont neuf,Saulx-les-Chartreux,91160,,,,2.02 €,
91,Route de la Ferté-Alais,ITTEVILLE,91760,1.84 €,0.85 €,1.98 €,1.92 €,
91,22 Avenue d'Arpajon,ÉGLY,91520,1.81 €,0.85 €,1.91 €,1.90 €,
91,ZA LE CHENET,Milly-la-Forêt,91490,1.90 €,,2.00 €,1.93 €,
91,LE BUISSON RONDEAU,Breuillet,91650,1.85 €,,1.96 €,1.97 €,
91,4 AV DE L'OCEANIE - ZAC COURTAB,LES ULIS,91940,1.88 €,0.87 €,1.96 €,1.92 €,
91,BD DES CHAMPS ELYSEES,Évry,91000,1.86 €,,2.04 €,1.93 €,
91,RN 20,Saint-Germain-lès-Arpajon,91180,1.84 €,,2.04 €,1.93 €,
91,75 RUE DE LA LIBERATION,RIS ORANGIS,91130,1.91 €,,2.04 €,1.93 €,
91,CHEMIN DE BRIIS CD 59,Villebon-sur-Yvette,91140,1.88 €,,2.00 €,1.95 €,
91,38 RUE PIERRE BROSSOLETTE,Ris-Orangis,91130,1.90 €,,2.13 €,1.95 €,
91,RN20 - Ville Sauvage,Étampes,91150,2.08 €,0.90 €,2.19 €,2.10 €,
91,RN 445 / 29 ROUTE DE FLEURY,Viry-Châtillon,91170,1.98 €,0.88 €,2.09 €,2.05 €,
91,RN 20,Saint-Germain-lès-Arpajon,91180,1.88 €,,2.02 €,1.95 €,
91,70 BLD HENRI BARBUSSE,DRAVEIL,91210,1.95 €,0.88 €,2.06 €,2.01 €,
91,155 AVENUE DU GENERAL LECLERC,Gif-sur-Yvette,91190,1.88 €,,1.99 €,1.95 €,
91,6 AVENUE DE L EUROPE,DRAVEIL,91210,null,null,null,null,
91,105 Avenue de la République,Montgeron,91230,1.87 €,,2.06 €,1.93 €,
91,ROUTE DE LIMOURS,ARPAJON,91290,1.97 €,0.88 €,2.08 €,2.05 €,
91,25 ROUTE D'ORLEANS RN 20,Saint-Germain-lès-Arpajon,91180,1.84 €,,1.98 €,1.93 €,
91,180 RUE DE PARIS,MASSY,91300,1.98 €,0.88 €,2.09 €,2.08 €,
91,BD DU MARECHAL JUIN,Verrières-le-Buisson,91370,1.91 €,,2.02 €,1.97 €,
91,40 ROUTE DE PALAISEAU,MASSY,91300,1.89 €,0.88 €,2.01 €,1.94 €,
91,17 RUE ARCHANGE,ORSAY,91400,1.97 €,0.86 €,2.08 €,2.03 €,
91,10 Rue Pierre Brossolette,Chilly-Mazarin,91380,1.99 €,,2.11 €,2.07 €,
91,7 Avenue Pierre Brossolette,Chilly-Mazarin,91380,1.91 €,0.90 €,2.02 €,1.97 €,
91,ROUTE DE PARIS RN 118,SACLAY,91400,1.89 €,,2.00 €,1.96 €,
91,AV DE GANAY - RN 148,Milly-la-Forêt,91490,1.89 €,0.88 €,1.98 €,1.90 €,
91,35/37 RUE HENRI DUNANT,Savigny-sur-Orge,91600,1.95 €,,2.06 €,2.01 €,
91,AUTOROUTE A10 - AIRE DE LIMOURS BRIIS SOUS FORGES,Briis-sous-Forges,91640,1.91 €,0.87 €,2.02 €,1.96 €,
91,70 ROUTE DE CORBEIL,Sainte-Geneviève-des-Bois,91700,1.97 €,,2.08 €,2.03 €,
91,Grande Rue,Oncy-sur-École,91490,1.89 €,0.85 €,1.98 €,1.90 €,
91,139 Route de Corbeil,SAINTE-GENEVIèVE-DES-BOIS,91700,1.88 €,,2.01 €,1.99 €,
91,38 AV DE MORANGIS,ATHIS MONS,91200,2.03 €,,2.15 €,2.11 €,
91,27 AV DU GENERAL LECLERC,Gif-sur-Yvette,91190,2.06 €,,2.18 €,2.13 €,
91,ROUTE NATIONALE 444,Igny,91430,2.02 €,,2.14 €,2.07 €,
91,158 RN 7,Viry-Châtillon,91170,2.03 €,,2.15 €,2.05 €,
91,AUTOROUTE A6 - AIRE DE VILLABÉ,VILLABE,91100,1.93 €,0.89 €,2.04 €,2.00 €,
91,VOIE EXPRESS CD 117,Massy,91300,1.98 €,0.91 €,2.10 €,2.03 €,
91,VOIE EXP F6 LIEUDIT BEAUVERT,Marcoussis,91460,1.98 €,,2.10 €,2.04 €,
91,54 Avenue Henri Barbusse,VIGNEUX-SUR-SEINE,91270,2.01 €,,2.13 €,2.10 €,
91,ROUTE NATIONALE 118,Bièvres,91570,2.03 €,,2.15 €,2.08 €,
91,Avenue Camille Desmoulins,JUVISY-SUR-ORGE,91260,1.96 €,0.85 €,,2.01 €,
91,17 ROUTE DE CORBEIL,GRIGNY,91350,1.89 €,,2.00 €,1.94 €,
91,RN191 - ROUTE DE CORBEIL,BAULNE,91590,1.85 €,0.88 €,2.00 €,1.91 €,
91,32 Boulevard Saint-Michel,ÉTAMPES,91150,2.06 €,0.88 €,2.18 €,2.18 €,
91,ROUTE de Corbeil,ÉPINAY-SUR-ORGE,91360,1.90 €,,2.03 €,1.99 €,
91,2 Route des Gometz,Gif-sur-Yvette,91190,2.03 €,,2.16 €,2.07 €,
91,RUE SIGMUND FREUD,CORBEIL,91100,1.86 €,0.87 €,2.00 €,1.96 €,
91,Rue de la gare,MAROLLES-EN-HUREPOIX,91630,,,2.03 €,2.00 €,
91,AUTOROUTE F 18 - RN 118,SACLAY,91400,2.04 €,,2.16 €,2.05 €,
91,ROUTE DE LA BOELE,Saint-Michel-sur-Orge,91240,2.06 €,,2.18 €,2.13 €,
91,Avenue des Cévennes,Les Ulis,91940,1.99 €,,2.11 €,2.05 €,
91,Route d'Angerville,MéRéVILLE,91660,2.00 €,0.88 €,2.10 €,1.99 €,
91,RUE PHILISBOURG,BRUNOY,91800,,,2.06 €,2.01 €,
91,48 rue Raymond Laubier,DOURDAN,91410,1.86 €,0.85 €,1.97 €,1.96 €,
91,Route Nationale 188 déviée,Champlan,91160,2.06 €,,2.10 €,2.07 €,
91,N191  Boulevard Charles de Gaulle,Mennecy,91540,1.99 €,,2.09 €,2.07 €,
91,69 Avenue Charles de Gaulle,MORANGIS,91420,2.05 €,,2.16 €,2.16 €,
91,3 avenue de Bréhat,VILLEBON-SUR-YVETTE,91140,1.88 €,,1.96 €,1.92 €,
91,RUE DE LONGJUMEAU RUE AMPERE,Chilly-Mazarin,91380,2.03 €,,2.13 €,2.08 €,
91,RN 6,Montgeron,91230,2.02 €,,2.14 €,2.10 €,
91,ROUTE DE VILLOISON,VILLABE,91100,1.88 €,0.86 €,1.99 €,1.96 €,
91,RN 104 Aire Des Chevreaux,Saint-Germain-lès-Corbeil,91250,1.97 €,0.92 €,2.09 €,2.03 €,
91,LIEUDIT BUTTE DE GRAVOIS RN104,Saint-Germain-lès-Corbeil,91250,1.96 €,,2.08 €,2.02 €,
91,1 AV DE L OCEANIE ZAC COURTABOEU,LES ULIS,91940,1.88 €,0.87 €,1.96 €,1.92 €,
91,Route de Palaiseau,MASSY,91300,1.89 €,,2.01 €,1.94 €,
91,RN118,Bièvres,91570,1.89 €,0.88 €,1.99 €,1.96 €,
91,avenue blaise pascal,MORANGIS,91420,1.93 €,,2.02 €,1.98 €,
91,INTERMARCHE FLOTIN,Morsang-sur-Orge,91390,1.92 €,,2.02 €,1.97 €,
91,Rue de Corbeil,LISSES,91090,1.88 €,,1.99 €,1.98 €,
91,F6 VOIE EXPRESS FONDS PRES,Marcoussis,91460,1.94 €,,2.06 €,2.03 €,
91,Avenue de l'Orme à Martin,Courcouronnes,91080,2.00 €,,2.12 €,2.06 €,
91,4 Route de Marolles,La Norville,91290,1.85 €,0.85 €,1.96 €,1.98 €,
91,RN 104 ZI DES CIROLIERS,FLEURY MEROGIS,91700,1.88 €,,1.99 €,1.95 €,
91,RN 191 / AV COQUERIVE,ETAMPES,91150,1.89 €,0.89 €,1.99 €,1.91 €,
91,6 AVENUE DE L'EUROPE,DRAVEIL,91210,1.83 €,,1.92 €,1.94 €,
91,8 Rue de la Longueraie,VIGNEUX-SUR-SEINE,91270,1.83 €,,1.93 €,1.93 €,
91,5 BD CHARLES DE GAULLE,BRUNOY,91800,2.12 €,0.85 €,2.24 €,2.09 €,
91,AUTOROUTE A6 - AIRE DES LISSES,CORBEIL ESSONNES,91100,,0.89 €,2.04 €,2.01 €,
91,118 Rue de la Passerelle,CHILLY-MAZARIN,91380,,,2.04 €,2.00 €,
91,RN 20,AVRAINVILLE,91630,2.06 €,,2.15 €,2.09 €,
91,101 Avenue de Paris,DOURDAN,91410,1.96 €,,2.07 €,2.03 €,
91,RN7 DOMAINE DE L'AUNETTE,Ris-Orangis,91130,,,2.08 €,1.99 €,
91,A10 AIRE DE LIMOURS JANVRY,JANVRY,91640,1.92 €,0.88 €,2.03 €,1.99 €,
91,Chemin des Échassons,LONGPONT-SUR-ORGE,91310,1.80 €,,1.89 €,1.88 €,
91,26 rue Eugène Millet,LA FERTé-ALAIS,91590,,,2.08 €,2.03 €,
91,Rue des Lys,ÉTAMPES,91150,1.89 €,,1.99 €,1.91 €,
91,183 Route de Melun,SAINTRY-SUR-SEINE,91250,1.97 €,,2.08 €,2.04 €,
91,Rond Point des Coudray,ÉTIOLLES,91450,,,2.03 €,2.01 €,
91,RUE DE VILLEROY,BONDOUFLE,91070,1.95 €,,2.06 €,2.02 €,
91,8  rue Berthollet,VERT-LE-PETIT,91710,2.00 €,,2.16 €,2.03 €,
91,18 BOULEVARD JEAN JAURES,CORBEIL ESSONNES,91100,null,null,null,null,
91,Z.A.C. de l'Aunaye,Ballancourt-sur-Essonne,91610,,,2.00 €,1.92 €,
91,CHEVRY BELLEVILLE,GIF-SUR-YVETTE,91190,,,2.00 €,1.96 €,
91,14 Rue du Pont Lafleur,ANGERVILLE,91670,2.00 €,0.85 €,2.10 €,1.94 €,
91,Centre Commercial Ulis 2,LES ULIS,91940,1.88 €,0.86 €,1.96 €,1.92 €,
91,5 RUE DE LA CROIX SAINT JACQUES,LA VILLE-DU-BOIS,91620,1.83 €,,,1.95 €,
91,190 AVENUE DU GENERAL LECLERC,MASSY,91300,1.91 €,,2.02 €,,
91,20 Route d'Orléans,Ballainvilliers,91160,2.03 €,,2.15 €,2.10 €,
91,RN 20 DIRECTION PARIS,AVRAINVILLE,91630,1.87 €,,1.98 €,1.94 €,
91,LIAISON CD 25 A CD 17,Épinay-sur-Orge,91360,1.86 €,0.88 €,1.99 €,1.96 €,
91,7 AVENUE DU GENERAL LECLERC,Saint-Germain-lès-Corbeil,91250,,0.87 €,,,
91,17 rue Faraday,MENNECY,91540,,,2.08 €,1.96 €,
91,35 Route de Chartres,Gometz-le-Châtel,91940,1.91 €,0.88 €,,1.98 €,
91,10 Rue jacques Cartier,Lardy,91510,1.83 €,0.88 €,1.94 €,1.94 €,
91,Avenue Charles de Gaulle,SAINT-GERMAIN-LèS-CORBEIL,91250,1.92 €,,2.04 €,1.99 €,
91,110 Avenue de la République,Montgeron,91230,1.89 €,,2.08 €,1.98 €,
91,61 Rue de Brunoy,QUINCY-SOUS-SéNART,91480,1.96 €,,2.07 €,2.04 €,
91,94 BLD ST MICHEL,ETAMPES,91150,1.90 €,0.89 €,,1.92 €,
91,3  rue du 8 mai 1945,Leuville-sur-Orge,91310,,0.75 €,1.97 €,1.97 €,
91,4 Espace trois quartiers,Gometz-la-Ville,91400,1.89 €,,1.97 €,1.93 €,
91,Route de Longjumeau,CHILLY-MAZARIN,91380,2.08 €,0.85 €,2.18 €,2.11 €,
91,rue Marguerite Yourcenar,SAINT-PIERRE-DU-PERRAY,91280,1.90 €,,2.04 €,1.99 €,
91,31 ROUTE D'ORLEANS,BALLAINVILLIERS,91160,1.88 €,0.86 €,1.99 €,1.95 €,
91,ZAC DE LA CROIX DE BELLEJAME,Marcoussis,91460,1.89 €,,1.97 €,1.98 €,
91,CCIAL MAISON NEUVE,BRéTIGNY-SUR-ORGE,91220,1.84 €,0.73 €,1.94 €,1.94 €,
91,108 AV DU GENERAL DE GAULLE,DRAVEIL,91210,1.84 €,0.86 €,1.94 €,1.92 €,
91,Centre Commercial Val d'Yerres 2,Boussy-Saint-Antoine,91800,1.98 €,0.80 €,2.10 €,2.01 €,
91,72 Avenue Jean Jaurès,Montgeron,91230,,,1.92 €,1.93 €,
91,20 RUE DE CHARTRES,LIMOURS,91470,1.96 €,0.88 €,2.07 €,2.04 €,
91,Rue Jean Cocteau,Mennecy,91540,1.88 €,,1.99 €,1.96 €,
91,DOMAINE DU BOIS DES ROCHES,Saint-Michel-sur-Orge,91240,1.93 €,,2.06 €,2.04 €,
91,Avenue de l'Europe,Massy,91300,1.94 €,,2.05 €,1.99 €,
91,Rue de Chanteloup,Saint-Germain-lès-Arpajon,91180,1.84 €,0.85 €,1.96 €,1.93 €,
