Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
02,A26 - Aire du Champ Roland,Guignicourt,02190,1.63 €,0.81 €,1.73 €,1.79 €,4944872,392652
02,ZAC ILE DE FRANCE,LAON,02000,1.52 €,,1.59 €,1.64 €,4954800,361600
02,183 ROUTE DE PARIS,Vauxbuin,02200,1.58 €,,1.66 €,1.74 €,4936400,330400
02,AUT A 26- AIRE DU MONT NIZY,Juvincourt-et-Damary,02190,1.63 €,,1.73 €,1.79 €,4944508.4070022,392761.87076699
02,87 rue de st quentin,Bohain-en-Vermandois,02110,,,,,4998291.82,345337.16
02,46 Avenue Faidherbe,Saint-Quentin,02100,1.56 €,,1.64 €,1.71 €,4984400,327900
02,16 Boulevard Pierre Brossolette,Laon,02000,1.56 €,0.75 €,1.64 €,1.75 €,4957000,362100
02,ZI l'Ecorcherie,La Ferté-Milon,02460,,,,,4918562,312480
02,1 Place de Laon,Soissons,02200,1.57 €,,1.65 €,1.72 €,4938600,333300
02,autoroute A4 aire de tardenois sud,Fresnes-en-Tardenois,02130,1.66 €,,1.76 €,1.79 €,4907771,337046
02,3 Avenue Raymonde Fiolet,Soissons,02200,1.53 €,0.69 €,1.68 €,1.72 €,4936994,331490
02,36 ROUTE DE LA FERTE MILON,VILLERS-COTTERÊTS,02600,,,1.66 €,1.56 €,4925113.78044,307679.246569
02,Rue Antoine Parmentier,SAINT-QUENTIN,02100,1.58 €,0.64 €,1.65 €,1.70 €,4985366.40026,326295.970618
02,AV.DE COMPIEGNE - RN.31,Mercin-et-Vaux,02200,1.43 €,0.69 €,1.54 €,1.58 €,4938100,330200
02,Boulevard de l'Europe,Chauny,02300,1.55 €,0.64 €,1.68 €,1.73 €,4962645,321575
02,73 chaussee de fontaine,Fontaine-lès-Vervins,02140,1.45 €,,1.58 €,0.60 €,4984300,390500
02,rue de l'armistice,LA CAPELLE,02260,,,1.64 €,1.71 €,4997300,391800
02,16 RUE DU 2 SEPTEMBRE 1944,La Neuville-lès-Dorengt,02450,,,1.65 €,1.67 €,4997729.68,367681.51
02,18 route de Thiernu,Marle,02250,1.44 €,,1.55 €,1.58 €,4975000,377200
02,13 Avenue Jules Lefèbvre,Château-Thierry,02400,1.70 €,,1.77 €,1.87 €,4904318,339518
02,89 Grand Rue,Dizy-le-Gros,02340,1.62 €,,,1.68 €,4963000,402500
02,RUE SADI CARNOT,GUISE,02120,,,1.63 €,1.78 €,4990316,362899
02,BLD DU DOCTEUR CAMILLE GUERIN,Saint-Quentin,02100,1.43 €,0.69 €,1.54 €,1.59 €,4957500,299000
02,Avenue de Compiègne,MERCIN-ET-VAUX,02200,,,1.66 €,1.72 €,4938127,330822
02,route de pavant,CHARLY,02310,,0.64 €,1.64 €,1.66 €,4897646,328015
02,Rue des Docteurs Devillers,GUISE,02120,1.55 €,,1.63 €,1.78 €,4990249,363841
02,1000 rue jean jaures,Fresnoy-le-Grand,02230,,,1.63 €,1.70 €,4995751.4,343042.81
02,D1 - LIEU DIT LE PRE MONTRE,Crécy-au-Mont,02380,1.45 €,0.69 €,1.56 €,,4948900,333600
02,Avenue de la Ferté Milon,VILLERS-COTTERêTS,02600,1.53 €,0.70 €,,1.68 €,4924024.48976,309786.545365
02,98 rue Alexandre Dumas,SAINT-QUENTIN,02100,1.44 €,,,1.59 €,4984800,327200
02,1 Chemin de Danizy,LA FèRE,02800,,,1.64 €,1.78 €,4966023,337185
02,39 Rue de Picardie,Bellicourt,02420,,,,1.75 €,4996029,323160
02,rue Jean Jaures,CHAMBRY,02000,1.51 €,0.71 €,1.61 €,1.66 €,4958700,364900
02, Place Sohier,Vervins,02140,,,1.81 €,1.80 €,4983535,390963
02,14 ROUTE DE MONTCORNET,LISLET,02340,,,1.61 €,1.66 €,4968900,402200
02,16 RUE FERNAND CHRIST,LAON,02000,,,1.64 €,1.78 €,4957005.31713,360820.562241
02,25 Boulevard Victor Hugo,SAINT-QUENTIN,02100,1.71 €,,,1.74 €,4984200,328400
02,50 BIS ROUTE DE CHATEAU THIERRY,SOISSONS,02200,1.45 €,0.69 €,1.56 €,1.58 €,4936800,332900
02,Avenue du General Debeney,HIRSON,02500,1.49 €,,1.58 €,1.65 €,4991600,407700
02,AVENUE DE LA GARE,Ressons-le-Long,02290,1.53 €,0.64 €,1.63 €,1.69 €,4939680.7142795,311562.94899994
02,Rond point de la victoire,Jussy,02480,1.57 €,0.66 €,1.65 €,1.77 €,4973353.6180498,324505.95752321
02,9 ET 11 RUE DE VILLENEUVE,SOISSONS,02200,1.44 €,,1.56 €,1.58 €,4937100,334100
02,153 Rue de Mulhouse,SAINT-QUENTIN,02100,,0.64 €,1.58 €,1.74 €,4984785,330117
02,ZC LA MOISERIE ROUTE DE SOISSONS,Château-Thierry,02400,,,1.62 €,1.67 €,4905531.5837997,339916.61028551
02,ZI de la Briquetterie,Vervins,02140,1.55 €,0.64 €,1.70 €,1.68 €,4983877.7788156,391678.79440021
02,RTE NATIONALE 2  CHEMIN DE LA NONNE,VILLERS-COTTERêTS,02600,,0.84 €,1.70 €,1.89 €,4925200,305900
02,74 Rue Blondel,RIBEMONT,02240,1.52 €,0.64 €,,1.67 €,4980095,346696
02,route d'Amiens,St Quentin,02100,1.49 €,0.55 €,1.59 €,1.65 €,4985800,325300
