Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
73,Route du Lac,Novalaise,73470,,,2.08 €,1.97 €,4559400,577700
73,ZAE DE SAUMONT,RUFFIEUX,73310,1.89 €,,,1.85 €,4584642.2494013,583716.83401671
73,RD 1006 CARREFOUR LA TROUSSE,LA RAVOIRE,73490,1.91 €,1.00 €,1.99 €,1.87 €,4557000,596200
73,VOIE RAP. URB. RN 201,CHAMBERY,73000,1.91 €,,1.99 €,1.88 €,4560964.0912985,588697.1258695
73,Route de l'aéroport,Voglans,73420,1.91 €,,,1.86 €,4563899.0197218,589154.36274
73,85 RUE DES ECURIES,LE CHATELARD,73630,,,,1.90 €,4568883.4217287,613454.2184517
73,AVENUE DU 8 MAI 1945 LES PLANS,Saint-Jean-de-Maurienne,73300,,,2.09 €,1.90 €,4526900,636700
73,ZA DES ILES,Aime,73210,1.93 €,,2.00 €,1.87 €,4555231.179,664838.975
73,AIRE DE L'ARCLUSAZ,Châteauneuf,73390,2.20 €,,2.33 €,2.16 €,4554888.9302926,615750.8723526
73,14 bis rue du Temple,SAINT-MICHEL-DE-MAURIENNE,73140,1.97 €,,1.99 €,1.97 €,4522000,645900
73,zi Baronnie,Le Pont-de-Beauvoisin,73330,1.90 €,,,1.86 €,4552956,568477
73,21 RUE CENTRALE,BASSENS,73000,1.90 €,,1.98 €,1.84 €,4557565.79814,594409.428827
73,1327 Avenue de la Houille Blanche,CHAMBéRY,73000,,,,1.90 €,4558900,589000
73,AIRE ST MICHEL DE MAURIENNE A43 SENS ALBERTVILLE TUNNEL FREJUS,SAINT MARTIN D'ARC,73140,2.23 €,,2.35 €,2.17 €,4521772.1060879,646194.18301368
73,427 AVENUE DES THERMES,Salins-les-Thermes,73600,2.03 €,,2.13 €,1.97 €,4547500,652800
73,Lieu-dit Le Mollard,BOURG-SAINT-MAURICE,73700,1.93 €,,2.00 €,1.88 €,4562400,678000
73,les platières,ST PIERRE D'ENTREMONT,73670,,,2.01 €,1.87 €,4542200,586200
73,Lieu-dit Les Chartreux,Tignes,73320,2.00 €,,2.08 €,1.99 €,4546061,690144
73,LES GRANDS PRES,SAINTE MARIE DE CUINES,73130,1.89 €,1.00 €,,1.86 €,4534900,630200
73,RN 90,CEVINS,73730,2.08 €,,2.18 €,2.02 €,4547476.872999,652810.31795962
73,AIRE DE MOUXY,MOUXY,73182,2.17 €,,2.29 €,2.15 €,4567436,592993.8
73,214 Chemin de la Boisière,Drumettaz-Clarafond,73420,,1.07 €,1.99 €,1.86 €,4565700,591100
73,Le Carray,Courchevel,73120,,,1.98 €,1.98 €,4541515,663731
73,278 Avenue Olympique,Val-d'Isère,73150,2.19 €,1.55 €,2.22 €,2.10 €,4545035.7003981,697718.20312743
73,3263 Route du Tunnel BOURDEAU,Le Bourget-du-Lac,73370,,,2.01 €,1.89 €,4567600,585200
73,rue du pré Renaud,LA RAVOIRE,73490,1.90 €,,1.98 €,1.84 €,4556300,596600
73,120 RUE DU GRESIVAUDAN,LAISSAUD,73800,1.99 €,1.00 €,1.99 €,1.98 €,4544424.8152172,603344.26166694
73,Commune d'Aillon-le-Jeune  Chef-Lieu,AILLON LE JEUNE,73340,,,2.00 €,1.86 €,4562100,608100
73,ZONE DES FAVIERES-SOLLIERES,VAL CENIS,73500,1.96 €,,,1.92 €,4526570.742,681213.815
73,165 rue de la plaine - D 927,SAINTE-MARIE-DE-CUINES,73130,,,,1.81 €,4534900,630200
73,446 Avenue des XVI E JO D'Hiver,Moûtiers,73600,1.95 €,1.17 €,2.00 €,1.87 €,4548851.3222932,652767.14991974
73,217 rue du grand Arc Carrefour des vallées,TOURNON,73460,1.92 €,1.00 €,,1.87 €,4564600,633000
73,EX AUTOPORT DU FREJUS,Freney,73500,,,2.17 €,2.08 €,4519700,662400
73,Avenue des Salines Royales,MOûTIERS,73600,1.93 €,1.09 €,2.00 €,1.87 €,4548660.8145104,652533.10822173
73,AUTOROUTE A41 AIRE DU GRANIER,Myans,73800,2.31 €,,2.43 €,2.28 €,4552600,597500
73,14 Rue Antoine Borrel,UGINE,73400,1.97 €,,2.00 €,1.86 €,4574710.723,641838.041
73,AIRE DE L'ABIS autoroute A 43,Saint-Jeoire-Prieuré,73190,2.25 €,,2.37 €,2.20 €,4552500,597700
73,Autoroute A43  Aire de Saint-Julien-Mont-Denis,Saint-Julien-Mont-Denis,73870,2.12 €,,2.17 €,2.05 €,4524593.5454489,642438.76383603
73,Route Nationale 6,FRANCIN,73800,,,,1.99 €,4550400,603800
73,ZONE DES MOULINS,SALINS FONTAINE,73600,1.92 €,1.04 €,1.99 €,1.85 €,4546609.6289751,652621.35289833
73,3320 ROUTE DU LAC,Saint-Alban-de-Montbel,73610,2.02 €,,2.11 €,1.97 €,4554400,576300
73,RN504,Yenne,73170,,1.09 €,,1.84 €,4570500,576900
73,1 ROUTE DE L'ISERAN LANSLEBOURG,VAL CENIS,73480,,,2.27 €,2.03 €,4528600,688400
73,ZAE la Baronnie - 66 rue de l'Ecurée,Le Pont-de-Beauvoisin,73330,1.91 €,1.05 €,1.99 €,1.84 €,4553000,569000
73,ZI Le pont,FRONTENEX,73460,1.92 €,,1.99 €,1.87 €,4563300,631200
73,PLAINE DE CONFLANS,ALBERTVILLE,73200,,,2.00 €,1.88 €,4566700,639400
73,Lieu-dit Chef Lieu,Lescheraines,73340,2.00 €,,,1.97 €,4570707.7759824,610588.15218712
73,Grande Rue,Aiguebelle,73220,,1.10 €,,1.87 €,4554300,630300
73,Le Boisset Francin,MONTMéLIAN,73800,1.95 €,,2.00 €,1.88 €,4550400,603900
73,204 Avenue du Grand Verger,Chambéry,73000,1.91 €,,1.99 €,1.87 €,4558000,590900
73,427 RUE DUCRETET,CHAMBERY,73000,1.91 €,,1.99 €,1.88 €,4559335.97618,589656.881675
73,ROND POINT LAMARTINE,Aix-les-Bains,73100,1.99 €,1.08 €,1.99 €,1.99 €,4569418,590030
73,50 AVENUE GD PORT RP HOPITAUX,Aix-les-Bains,73100,1.92 €,,2.00 €,1.88 €,4569700,590800
73,AIRE DE VAL GELONAUTOROUTE A43,CHATEAUNEUF,73390,2.20 €,,2.33 €,2.16 €,4554700,615600
73,20 AVENUE DES CHASSEURS ALPINS,ALBERTVILLE,73200,1.92 €,1.00 €,1.99 €,1.90 €,4567265,639194
73,19 cours Aristide Briand,Modane,73500,1.96 €,1.10 €,,1.89 €,4519967.8297369,666917.4557955
73,27 AVENUE JEAN MARIE MEUNIER,UGINE,73400,1.97 €,,2.03 €,1.87 €,4574169.0578647,642306.96163968
73,42 AVENUE D'ANNECY,Chambéry,73000,1.91 €,1.00 €,,1.85 €,4559000,592000
73,325 RUE DE LA PETITE PRAIRIE,AIGUEBLANCHE,73260,1.95 €,,2.00 €,1.87 €,4550300,650161
73,1388 AVENUE DE LYON,CHAMBERY,73000,1.91 €,1.00 €,1.99 €,1.87 €,4556332,590207
73,Chemin de Combe-Paillarde,Saint-Jean-de-Maurienne,73300,,,2.00 €,1.82 €,4526600,636700
73,4 PLACE DE LA VANOISE,SAINT-MICHEL-DE-MAURIENNE,73140,,,2.04 €,1.90 €,4521800,647200
73,192 AV.DES THERMES SALINS,Salins-les-Thermes,73600,1.92 €,1.06 €,1.99 €,1.88 €,4547668.3531191,652735.68624855
73,quartier longefan,HERMILLON,73300,1.89 €,,,1.85 €,4529060,635676
73,La Coua,VIVIERS-DU-LAC,73420,1.91 €,,1.99 €,1.86 €,4564736.17151,589391.783002
73,zi du Chiriac,ALBERTVILLE,73200,1.96 €,1.03 €,2.04 €,1.93 €,4565527.38867,636371.136987
73,Rue de l'Épine,Cognin,73160,,,1.99 €,1.85 €,4556230,589429
73,54 RUE DU GLATEY,LA BIOLLE,73410,,,1.99 €,1.88 €,4576100,593300
73,Station Le Corbier - Le planet,LE CORBIER - VILLAREMBERT,73300,,,2.12 €,2.00 €,4524000,627000
73,Lieu-dit Champ Virieu,Détrier,73110,1.93 €,1.07 €,,1.89 €,4544377,609615
73,136 Rue des Allobroges,Grésy-sur-Aix,73100,1.97 €,,2.00 €,1.90 €,4572000,592200
73,100 ROUTE DU JARDY,Villard-sur-Doron,73270,,,2.04 €,1.89 €,4572800,653300
73,70 ROUTE NATIONALE 6,SAINT-JEOIRE-PRIEURé,73190,,,2.00 €,1.88 €,4553400,599100
73,AUTOROUTE A41N - AIRE DE DRUMETTAZ,Mouxy,73100,1.99 €,1.24 €,1.99 €,1.99 €,4567291,592696
73,2120 route d'Annecy,UGINE,73400,,,1.99 €,1.98 €,4575700,639900
73,ROUTE DES ARCS,Bourg-Saint-Maurice,73700,1.93 €,1.08 €,2.00 €,1.88 €,4562300,678000
73,COSPILLOT,COURCHEVEL,73120,,,2.09 €,1.93 €,4540547.30559,663734.118324
73,RUE DE LA GRANGETTE,LA ROCHETTE,73110,1.97 €,,1.97 €,1.87 €,4545600,611200
73,75 Rue Lavoisier,LA MOTTE-SERVOLEX,73290,1.90 €,1.02 €,1.99 €,1.84 €,4560217,587546
73,1097 Avenue des Landiers,CHAMBéRY,73000,1.90 €,,1.99 €,1.86 €,4559482.53473,589802.672622
73,345 Quai du 11 Novembre,CHAMBERY,73000,1.97 €,,2.03 €,1.88 €,4556727.36645,593504.64324
73,Route de l'Énergie,La Bâthie,73540,,1.06 €,,1.88 €,4564037,643979
73,29 Rue Raymond Bertrand,Albertville,73200,1.99 €,1.00 €,1.99 €,1.97 €,4566100,638400
73,Chemin de la Caronnière,Montmélian,73800,1.94 €,,2.03 €,1.88 €,4550395,606877
73,ZI DU CAROUGE,Saint-Pierre-d'Albigny,73250,1.93 €,,1.99 €,1.87 €,4555458,616274
73,100 Rue Pasteur,ALBERTVILLE,73200,1.92 €,,1.99 €,1.88 €,4566100,638200
73,89 Avenue Général de Gaulle,ALBERTVILLE,73200,,,2.03 €,1.90 €,4566783,637303
73,70  Avenue de la Liberté,MODANE,73500,1.91 €,,,1.84 €,4519900,667600
73,Lieu dit Contin,Saint-Genix-sur-Guiers,73240,,1.00 €,1.97 €,1.90 €,4559600,563700
73,319 Avenue de Chambéry,SAINT-ALBAN-LEYSSE,73230,,,2.03 €,1.88 €,4557400,595300
