Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
37,27 Rue des Écoles,Vouvray,37210,,,1.95 €,1.95 €,4741200,80300
37,50 Rue Carnot,L'ÎLE-BOUCHARD,37220,,,,2.00 €,4711800,41800
37,89 Boulevard Richard Wagner,TOURS,37000,1.83 €,,1.93 €,1.90 €,4737500,70900
37,45  QUAI DE MARMOUTIER,TOURS,37100,1.90 €,,2.01 €,1.95 €,4740385,72656
37,Lieu-dit La Loge,Azay-le-Rideau,37190,,,2.07 €,1.99 €,4726840,47555.999999996
37,RUE DU VAL D'INDRE,MONTS,37260,,,,,4728201.5613749,64941.471262198
37,RN 143,Chambourg-sur-Indre,37310,,,,,4715439.5342888,99704.600365139
37,Aire de Athée-sur-Cher Autoroute A 85,Athée-sur-Cher,37270,2.07 €,,2.19 €,2.14 €,4730218.425,89067.687
37,AUTOROUTE A10 - AIRE TOURS VAL DE LOIRE,MONNAIE,37380,1.87 €,0.90 €,1.98 €,1.95 €,4747364,77727
37,Avenue Jacques DUCLOS,SAINT-PIERRE-DES-CORPS,37700,1.81 €,,1.92 €,1.87 €,4738000,71500
37,28 route de Tours,Chaveignes,37120,,,1.90 €,1.87 €,4702058,33397
37,77 RUE DE CHENONCEAUX,CIVRAY DE TOURAINE,37150,1.91 €,,2.02 €,1.96 €,4733300,106100
37,Avenue Victor Laloux,MONTLOUIS-SUR-LOIRE,37270,1.78 €,0.68 €,1.87 €,1.84 €,4738400,84300
37,6 Rue du Franc Palais,Joué-lès-Tours,37300,,,1.89 €,1.84 €,4735800,64600
37,ZAE Le Grand Berchenay,Esvres,37320,1.78 €,,1.88 €,1.87 €,4729100,79000
37,1 rue rené Cassin,NOTRE-DAME-D'Oé,37390,,0.80 €,1.91 €,1.87 €,4743900,69900
37,77 GRAND SUD AVENUE,Chambray-lès-Tours,37170,1.80 €,,1.92 €,1.86 €,4734200,70400
37,AVENUE JACQUES DUCLOS,Saint-Pierre-des-Corps,37700,1.81 €,0.86 €,1.91 €,1.86 €,4738100,74500
37,ROUTE DE VAUZELLES,LOCHES,37600,1.75 €,0.80 €,1.84 €,1.82 €,4713000,98400
37,ROUTE DE SAUMUR,CHINON,37500,,,,2.15 €,4715407.276,23637.345
37,Chemin des Minimes,La Riche,37520,1.77 €,,1.88 €,1.85 €,4737701,65502
37,4 RUE DES ECOLES,AVOINE,37420,1.89 €,,2.05 €,2.00 €,4720590,18463.999999997
37,181 Boulevard Charles De Gaulle,Saint-Cyr-sur-Loire,37540,1.94 €,0.88 €,2.05 €,2.04 €,4740618.98,66529.76
37,ROND POINT GUSTAVE EFFEIL,TOURS,37100,1.77 €,,1.86 €,1.85 €,4742600,70000
37,5 Avenue du 11 Novembre 1918,BLéRé,37150,1.80 €,,1.90 €,1.87 €,4732542,100359
37,AUTOROUTE A10 - AIRE DE SAINTE MAURE DE TOURAINE,Saint-Épain,37800,1.87 €,0.88 €,1.98 €,1.94 €,4716719,63050
37,La Croix Poêlon,Monnaie,37380,,0.85 €,1.93 €,1.90 €,4750100,78900
37,62 CHEMIN DE LA BUSSARDIERE,VERETZ,37270,1.78 €,0.80 €,1.90 €,1.88 €,4735500,81700
37,9  rue Jean Mermoz,Ballan-Miré,37510,1.78 €,,1.91 €,1.87 €,4734400,61500
37,ROUTE DE TOURS,SAINT BRANCHS,37320,1.80 €,,1.89 €,1.86 €,4723000,76800
37,aire des Jardins de Villandry A85,Druye,37190,2.09 €,,2.19 €,2.13 €,4730700,53600
