Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
13,Avenue des Puisatiers,LA FARE-LES-OLIVIERS,13580,,0.75 €,1.74 €,1.89 €,4354900,518400
13,AIRE DE LA CHAMPOUSE AUTOROUTE A51,BOUC-BEL-AIR,13320,1.88 €,0.90 €,2.00 €,2.04 €,4344163.3614238,539541.3490732
13,1054 Route de Marseille,PLAN-D'ORGON,13750,1.71 €,,1.84 €,1.98 €,4380100,500500
13,quartier les emplaniers,Saint-Mitre-les-Remparts,13920,,0.92 €,,1.99 €,4346454.0509858,500309.70216123
13,Camp de Sarlier Route de Gemenos,AUBAGNE,13400,1.76 €,0.82 €,1.87 €,1.98 €,4328910,556561
13,437 Avenue de Saint-Antoine,Marseille,13015,1.68 €,,1.79 €,1.98 €,4338500,535900
13, Avenue de Brédasque,AIX-EN-PROVENCE,13090,1.67 €,,1.77 €,1.93 €,4353556,541340
13,Avenue Jean Monnet,LAMBESC,13410,1.69 €,0.79 €,1.82 €,1.98 €,4364862,525565
13,RN 568,CHATEAUNEUF-LES-MARTIGUES,13220,1.64 €,,1.72 €,1.94 €,4339400,513500
13,CD6 ZAC SAINT CHARLES,FUVEAU,13710,1.71 €,0.84 €,1.82 €,1.98 €,4346600,560600
13,550 Avenue Antide Boyer,Aubagne,13400,1.68 €,0.86 €,1.76 €,1.98 €,4329400,556000
13,RN 113 - DÉVIATION - AIRE DES CANTARELLES,ARLES,13200,1.74 €,0.86 €,1.85 €,1.97 €,4365107.55014,467285.545973
13,Avenue de Lattre de Tassigny,MARSEILLE,13009,1.69 €,0.80 €,,1.98 €,4324600,541700
13,Aire du Liouquet Sud - Autoroute A50 - Sens Marseilles Toulon,La Ciotat,13600,1.86 €,,1.95 €,1.98 €,4319244.4730265,566602.34672218
13,13 Avenue Pasteur,Marseille,13007,1.68 €,,1.76 €,1.98 €,4329100,535900
13,1/3 BOULEVARD DU SABLIER,Marseille,13008,1.67 €,0.85 €,1.78 €,1.98 €,4325400,538200
13,32 BOULEVARD SCHLOESING,MARSEILLE,13009,1.64 €,,1.75 €,1.95 €,4327214.4,540092.7
13,175 Avenue Clot-Bey,MARSEILLE,13008,1.87 €,,1.97 €,2.03 €,4325457,538209
13,BOULEVARD JEAN MOULIN,Marseille,13010,1.67 €,,1.78 €,1.98 €,4328800,540000
13,162 Boulevard de Plombières,Marseille,13014,,,,,4331853,537992
13,221 Boulevard Danielle Casanova,MARSEILLE,13014,,,,,4333333.91,537781.43
13,516 Chemin de la Madrague-Ville,MARSEILLE,13015,1.90 €,0.86 €,2.00 €,2.03 €,4334463,535450
13,20-22  RN DE ST ANTOINE,MARSEILLE,13015,1.91 €,,1.98 €,2.02 €,4336945.97399,535637.794519
13,AV MALACRIDA,Aix-en-Provence,13100,1.62 €,,1.70 €,1.94 €,4351800,546500
13,RN8 PONT DE L ARC,Aix-en-Provence,13090,1.62 €,0.83 €,1.72 €,1.95 €,4350900,543900
13,RN 568,Port-de-Bouc,13110,1.78 €,0.84 €,1.89 €,2.06 €,4342041.82453,497896.705576
13,DEVIATION RN 568 OUEST,Fos-sur-Mer,13270,1.65 €,,1.76 €,1.93 €,4344100,494000
13,LE COLLET ROUGE R.N.8,Bouc-Bel-Air,13320,1.67 €,0.77 €,1.75 €,1.91 €,4343500,539700
13,89 AVENUE DE LA LIBERATION,Plan-de-Cuques,13380,1.68 €,,1.78 €,1.97 €,4334300,545700
13,RN 568,Martigues,13500,1.62 €,,1.71 €,1.94 €,4341300,501700
13,RN 7 QUARTIER DU RABET,NOVES,13550,1.77 €,0.85 €,1.88 €,2.04 €,4387688,490072
13,ROND POINT SAINTE ANNE,MARTIGUES,13500,1.76 €,,1.88 €,2.11 €,4339968.84,506174.46
13,RD 559 AVENUE PAUL ROVARCH,LA CIOTAT,13600,1.63 €,,1.74 €,1.95 €,4318899,563252
13,3 avenue du Général de Gaulle,Eyragues,13630,,,,,4384104,484237
13,Vieille Route de Saint-Rémy,Orgon,13660,1.82 €,,2.10 €,1.88 €,4379620,498973
