Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,Latitude,Longitude
68,184 ROUTE DE BELFORT,MULHOUSE,68200,1.86 €,,1.96 €,1.97 €,4773970.5248692,730049.97037019
68,19 route de Bussang,Fellering,68470,1.82 €,,1.92 €,1.94 €,4788800,721800
68,42  ROUTE D'INGERSHEIM,COLMAR,68000,1.79 €,,1.89 €,1.92 €,4808420.0683889,734578.32050324
68,RN 83,ROUFFACH,68250,,0.86 €,,,4794500,728900
68,RUE DE PULVERSHEIM,ENSISHEIM,68190,1.73 €,,1.83 €,1.83 €,4785800,728900
68,6 Route de Sélestat,Guémar,68970,,0.96 €,1.81 €,1.81 €,4818717,739352
68,66 ROUTE DE HABSHEIM,RIXHEIM,68170,1.83 €,0.84 €,,1.97 €,4774500,741200
68,24 RUE D'ALTKIRCH,MULHOUSE,68100,1.82 €,0.89 €,,,4774000,733900
68,24 Route de Colmar,GUEBWILLER,68500,1.82 €,,1.93 €,1.92 €,4790700,721800
68,73 Grand'Rue,Horbourg-Wihr,68180,1.74 €,0.94 €,1.84 €,1.88 €,4808000,739800
68,Boulevard Stoessel,MULHOUSE,68200,,,,,4774185,732290
68,24 Boulevard des Nations,MULHOUSE,68200,,,,,4773658,730197
68,37 Rue de Kingersheim,Wittenheim,68270,1.72 €,0.84 €,1.81 €,1.85 €,4780600,733700
68,AUTOROUTE A35 - AIRE DE BATTENHEIM,BATTENHEIM,68390,1.76 €,0.86 €,1.87 €,1.88 €,4783691.31343,739540.61823
68,1 Rue de Seville,SAINT-LOUIS,68300,1.71 €,,,1.82 €,4760519.4988,754311.190391
68,Route du Vin,SAINT-HIPPOLYTE,68590,,,,1.94 €,4824782.41789,730650.593789
68,8  rue du general de gaulle,MASEVAUX,68290,1.69 €,,,1.81 €,4777400,699900
68,77 AVENUE DE FRIBOURG,ILLZACH,68110,,,,,4776800,738700
68,9 Rue Charles de Gaulle,Orbey,68370,1.77 €,,1.86 €,1.85 €,4812800,716700
68,1 Route de Colmar,INGERSHEIM,68040,,,1.97 €,1.94 €,4809500,730600
68,45 Rue d'illzach,KINGERSHEIM,68260,1.70 €,0.79 €,1.83 €,1.83 €,4779100,734200
68,18 Rue Martin Hilti,Munster,68140,1.74 €,0.84 €,1.86 €,1.87 €,4804300,716000
68,63 Rue du Général de Gaulle,Habsheim,68440,1.78 €,,1.88 €,1.87 €,4773100,741700
68,53 Rue du Rhin,Bitschwiller-lès-Thann,68620,,,1.89 €,1.90 €,4782000,708300
68,Zone d'Activités Près A35 Sortie 28,NIEDERHERGHEIM,68127,1.90 €,0.86 €,1.97 €,1.93 €,4799400,738000
68,20A rue de la première Armée,Ferrette,68480,1.72 €,,1.82 €,1.88 €,4749954.55,730726.9
68,ANGLE AV CLEMENCEAU 34 RTE DE BALE,COLMAR,68000,,,,,4806900,736000
68,Route de Mulhouse,ALTKIRCH,68130,1.70 €,0.80 €,1.80 €,1.85 €,4755600,726200
68,185 AV DE COLMAR,MULHOUSE,68200,1.71 €,0.85 €,1.81 €,1.85 €,4776200,732600
68,38 Rue du Général de Gaulle,THANN,68800,2.00 €,,2.10 €,2.12 €,4780638,710443
68,111 Route de Neuf-Brisach,COLMAR,68000,1.72 €,0.90 €,,1.79 €,4808000,737500
68,18A Rue de Belfort,DANNEMARIE,68210,1.99 €,,2.10 €,2.04 €,4763400,712200
68,126 Route de Colmar,INGERSHEIM,68040,1.82 €,,1.93 €,1.93 €,4808936,731870
68,Rue de Colmar,Muntzenheim,68320,,,2.00 €,1.97 €,4810100,746700
68,Route de Colmar,FORTSCHWIHR,68320,,,1.83 €,1.83 €,4809600,744000
68,2 Rue des Alpes,Niederentzen,68128,1.78 €,,1.85 €,1.84 €,4795200,737000
68,320 avenue d'altkirch,BRUNSTATT,68350,1.77 €,,1.87 €,1.81 €,4772353.53202,731967.524915
68, Avenue de la Gare,CHALAMPé,68490,1.74 €,,1.83 €,1.82 €,4781643,753969
68,ZAC HOEL,Sierentz,68510,1.71 €,0.73 €,1.82 €,1.83 €,4766400,744500
68,14 RUE D'ALTKIRCH,WITTERSDORF,68130,1.81 €,,1.92 €,1.94 €,4762337.55393,727143.926147
68,2 RUE DU RHIN,Huningue,68330,1.71 €,0.77 €,1.82 €,1.86 €,4759826.5356567,758978.046562
68,11 Route de Wintzenheim,COLMAR,68000,1.81 €,0.87 €,1.92 €,1.92 €,4806900,733000
68,rue des artisants,VOLGELSHEIM,68600,1.75 €,0.80 €,1.82 €,1.84 €,4801200,754800
68,12 Rue Herzog,LOGELBACH-WINTZENHEIM,68124,1.79 €,,1.86 €,1.83 €,4808600,731400
68,1 Faubourg des Vosges,Wintzenheim,68920,1.80 €,,1.81 €,1.86 €,4807100,729700
68,17 RUE DE THANN,PFASTATT,68120,1.97 €,,1.97 €,1.93 €,4776936.095,730215.614
68,10 CD 201,SAUSHEIM,68390,,,1.97 €,1.90 €,4778899.13162,738735.633053
68,170 rue des Romains,MULHOUSE,68200,,,1.81 €,1.88 €,4777700,733500
68,238 BIS RUE DE BELFORT DORNACH,MULHOUSE,68200,,,,,4773842.9993093,729419.53372956
